"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame"
"2-3","medical_deductions >= 168 & total_deductions_by_hh_size >= 512 & utilities < 534","xgboost",16,10,0.625,0.4219,9,1,0.1111,0.0026,0.004,0.105,11,3,0.2727,0.003,0.0045,0.12,"other_error"
"2-3","rawben_rel_max >=   0.993 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 356.000 & utilities >= 434.000","xgboost",38,21,0.5526,0.4209,21,5,0.2381,0.0128,0.0206,0.244,22,6,0.2727,0.0061,0.0092,0.24,"other_error"
"2-3","cat_elig >   0.5 & medical_deductions > 138.0 & total_deductions_by_hh_size > 531.0 & utilities <= 540.0","ranger_mtry1",18,11,0.6111,0.4198,7,2,0.2857,0.0051,0.0058,0.081,9,4,0.4444,0.0041,0.0051,0.098,"other_error"
"2-3","rawben_rel_max >=   0.963 & rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 468.000","xgboost",24,14,0.5833,0.4177,19,3,0.1579,0.0077,0.0147,0.221,22,6,0.2727,0.0061,0.0102,0.24,"other_error"
"2-3","expedited_i <   1.000 & rawben_rel_max >=   0.993 & rawben_rel_max <   0.996 & utilities >= 469.000","xgboost",41,22,0.5366,0.4102,23,6,0.2609,0.0153,0.0199,0.268,24,7,0.2917,0.0071,0.0089,0.261,"other_error"
"2-3","rawben_rel_max >=   0.993 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 356.000","xgboost",57,29,0.5088,0.4019,27,5,0.1852,0.0128,0.0206,0.314,28,6,0.2143,0.0061,0.0092,0.305,"other_error"
"2-3","rawben_rel_max >=   0.847 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 655.000","xgboost",27,15,0.5556,0.4004,19,5,0.2632,0.0128,0.0157,0.221,21,7,0.3333,0.0071,0.009,0.229,"other_error"
"2-3","rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 236.000 & unc_rawben_rel_max >=   0.993","xgboost",60,30,0.5,0.3961,29,5,0.1724,0.0128,0.0206,0.338,29,5,0.1724,0.0051,0.0068,0.316,"other_error"
"2-3","elderly_disabled_i > 0.500 & married > 0.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.993","ranger_mtry1",21,12,0.5714,0.3959,8,4,0.5,0.0102,0.0148,0.093,8,4,0.5,0.0041,0.0049,0.087,"other_error"
"2-3","medical_deductions >=  1.000 & medical_deductions < 32.000 & unc_rawben_rel_max >=  0.421","xgboost",19,11,0.5789,0.3945,7,0,0,0,0,0.081,7,0,0,0,0,0.076,"other_error"
"2-3","rawben_rel_max >   0.790 & total_deductions_by_hh_size > 750.000 & unc_rawben_rel_max <=   0.998 & utilities > 420.000","ranger_mtry1",19,11,0.5789,0.3945,12,3,0.25,0.0077,0.0118,0.14,12,3,0.25,0.003,0.0039,0.131,"other_error"
"2-3","rawben_rel_max >=   0.989 & rawben_rel_max <   0.995 & shelter_expenses_by_hh_size >= 527.000 & shelter_expenses_by_hh_size < 594.000","xgboost",11,7,0.6364,0.394,7,1,0.1429,0.0026,0.0029,0.081,7,1,0.1429,0.001,9e-04,0.076,"other_error"
"2-3","medical_deductions >   4.500 & medical_deductions <=  27.500 & unc_rawben_rel_max >   0.389 & utilities <= 786.000","ranger_mtry1",17,10,0.5882,0.3933,7,0,0,0,0,0.081,7,0,0,0,0,0.076,"other_error"
"2-3","children_i <=   0.500 & expedited_i >   0.500 & rawben_rel_max <=   0.777 & total_deductions_by_hh_size > 338.000","ranger_mtry1",13,8,0.6154,0.3926,5,0,0,0,0,0.058,6,1,0.1667,0.001,0.0027,0.065,"other_error"
"2-3","elderly_disabled_i > 0.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.993","ranger_mtry1",61,30,0.4918,0.3891,24,11,0.4583,0.0281,0.0343,0.279,24,11,0.4583,0.0112,0.0113,0.261,"other_error"
"2-3","elderly_disabled_i >= 1.000 & rawben_rel_max < 1.000 & unc_rawben_rel_max >= 0.993","xgboost",62,30,0.4839,0.3823,25,11,0.44,0.0281,0.0343,0.291,25,11,0.44,0.0112,0.0113,0.272,"other_error"
"2-3","rawben_rel_max <   1 & shelter_expenses_by_hh_size >= 944 & total_deductions_by_hh_size >= 741","xgboost",37,19,0.5135,0.3821,21,3,0.1429,0.0077,0.0119,0.244,21,3,0.1429,0.003,0.0039,0.229,"other_error"
"2-3","percent_abawd <=   1.750 & shelter_expenses_by_hh_size > 275.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.996","ranger_mtry1",67,32,0.4776,0.3801,35,8,0.2286,0.0204,0.0288,0.407,36,9,0.25,0.0091,0.0118,0.392,"other_error"
"2-3","medical_deductions >= 180 & total_deductions_by_hh_size >= 536 & utilities < 850","xgboost",24,13,0.5417,0.3788,18,2,0.1111,0.0051,0.0121,0.21,20,4,0.2,0.0041,0.0071,0.218,"other_error"
"2-3","rawben_rel_max <   0.995 & shelter_expenses_by_hh_size >= 122.000 & unc_rawben_rel_max >=   0.993","xgboost",65,31,0.4769,0.378,29,7,0.2414,0.0179,0.0245,0.338,30,8,0.2667,0.0081,0.0104,0.327,"other_error"
"2-3","married > 0.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",22,12,0.5455,0.3756,11,4,0.3636,0.0102,0.0148,0.128,11,4,0.3636,0.0041,0.0049,0.12,"other_error"
"2-3","unc_rawben_rel_max >  0.993 & unc_rawben_rel_max <=  0.995 & utilities > 30.500","ranger_mtry1",61,29,0.4754,0.3735,28,6,0.2143,0.0153,0.0227,0.326,29,7,0.2414,0.0071,0.0098,0.316,"other_error"
"2-3","count_divisible_by_100 <=  0.5 & medical_deductions >  4.5 & medical_deductions <=  8.5 & months_since_cert_n <= 29.5","ranger_mtry1",16,9,0.5625,0.3646,8,3,0.375,0.0077,0.0042,0.093,8,3,0.375,0.003,0.0014,0.087,"other_error"
"2-3","medical_deductions >= 140 & total_deductions_by_hh_size >= 463 & utilities < 577","xgboost",34,17,0.5,0.3642,15,4,0.2667,0.0102,0.0088,0.175,17,6,0.3529,0.0061,0.006,0.185,"other_error"
"2-3","rawben_rel_max >= 0.994 & rawben_rel_max < 0.995 & unc_rawben_rel_max < 1.060","xgboost",44,21,0.4773,0.3584,34,7,0.2059,0.0179,0.0245,0.396,34,7,0.2059,0.0071,0.008,0.37,"other_error"
"2-3","elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",30,15,0.5,0.3562,16,7,0.4375,0.0179,0.0195,0.186,16,7,0.4375,0.0071,0.0064,0.174,"other_error"
"2-3","elderly_disabled_i >    0.5 & shelter_expenses_by_hh_size > 1400.0","ranger_mtry1",12,7,0.5833,0.356,11,1,0.0909,0.0026,0.0081,0.128,12,2,0.1667,0.002,0.0042,0.131,"other_error"
"2-3","elderly_disabled_i > 0.500 & expedited_i <= 0.500 & rawben_rel_max <= 0.996 & unc_rawben_rel_max > 0.987","ranger_mtry1",57,26,0.4561,0.3521,29,10,0.3448,0.0255,0.0295,0.338,30,11,0.3667,0.0112,0.0101,0.327,"other_error"
"2-3","cat_elig > 1.500 & married > 0.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",10,6,0.6,0.3516,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","medical_deductions >= 177.000 & rawben_rel_max >=   0.710 & unc_rawben_rel_max <   0.836","xgboost",10,6,0.6,0.3516,4,1,0.25,0.0026,0.0011,0.047,4,1,0.25,0.001,4e-04,0.044,"other_error"
"2-3","shelter_expenses_by_hh_size > 1420 & total_deductions_by_hh_size >  949","ranger_mtry1",10,6,0.6,0.3516,9,1,0.1111,0.0026,0.0081,0.105,9,1,0.1111,0.001,0.0027,0.098,"other_error"
"2-3","expedited_i <= 0.500 & HH_size_n <= 2.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.996","ranger_mtry1",65,29,0.4462,0.3489,28,5,0.1786,0.0128,0.0176,0.326,28,5,0.1786,0.0051,0.0058,0.305,"other_error"
"2-3","count_divisible_by_100 <=   1.500 & rawben_rel_max >   0.993 & shelter_expenses_by_hh_size > 262.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",89,38,0.427,0.3441,44,10,0.2273,0.0255,0.0343,0.512,45,11,0.2444,0.0112,0.0136,0.49,"other_error"
"2-3","medical_deductions >= 194.000 & months_since_cert_n >=   3.000 & rawben_rel_max >=   0.284 & utilities < 724.000","xgboost",46,21,0.4565,0.3415,21,5,0.2381,0.0128,0.0082,0.244,23,7,0.3043,0.0071,0.0039,0.25,"other_error"
"2-3","HH_size_n <=   2.5 & medical_deductions > 456.0 & total_deductions_by_hh_size > 524.0 & utilities >  22.0","ranger_mtry1",17,9,0.5294,0.3404,11,4,0.3636,0.0102,0.0203,0.128,12,5,0.4167,0.0051,0.0071,0.131,"other_error"
"2-3","medical_deductions >= 197.000 & months_since_cert_n >=   3.000 & rawben_rel_max >=   0.284 & utilities < 770.000","xgboost",49,22,0.449,0.3378,25,5,0.2,0.0128,0.0082,0.291,27,7,0.2593,0.0071,0.0039,0.294,"other_error"
"2-3","medical_deductions > 138.00 & percent_abawd <=   1.75 & total_deductions_by_hh_size > 639.00 & utilities <= 701.00","ranger_mtry1",15,8,0.5333,0.3331,8,2,0.25,0.0051,0.0121,0.093,10,4,0.4,0.0041,0.0071,0.109,"other_error"
"2-3","medical_deductions >= 202.000 & rawben_rel_max >=   0.669","xgboost",27,13,0.4815,0.3324,25,7,0.28,0.0179,0.0241,0.291,27,9,0.3333,0.0091,0.0112,0.294,"other_error"
"2-3","cat_elig >=   2.000 & rawben_rel_max >=   0.994 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 203.000","xgboost",37,17,0.4595,0.3321,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","medical_deductions >= 137 & total_deductions_by_hh_size >= 519 & utilities < 724","xgboost",37,17,0.4595,0.3321,17,3,0.1765,0.0077,0.0139,0.198,19,5,0.2632,0.0051,0.0077,0.207,"other_error"
"2-3","elderly_disabled_i >   0.500 & percent_abawd <=   1.750 & total_deductions_by_hh_size > 722.000 & unc_rawben_rel_max <=   0.997","ranger_mtry1",40,18,0.45,0.3279,20,3,0.15,0.0077,0.0119,0.233,21,4,0.1905,0.0041,0.0063,0.229,"other_error"
"2-3","elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.993","ranger_mtry1",40,18,0.45,0.3279,16,7,0.4375,0.0179,0.0195,0.186,16,7,0.4375,0.0071,0.0064,0.174,"other_error"
"2-3","cat_elig >   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 949.000","ranger_mtry1",20,10,0.5,0.3274,8,1,0.125,0.0026,0.0081,0.093,8,1,0.125,0.001,0.0027,0.087,"other_error"
"2-3","rawben_rel_max >=   0.201 & rawben_rel_max <   0.329 & shelter_expenses_by_hh_size >= 944.000","xgboost",20,10,0.5,0.3274,16,2,0.125,0.0051,0.0038,0.186,17,3,0.1765,0.003,0.002,0.185,"other_error"
"2-3","children_i <=    0.500 & percent_abawd <=    0.167 & shelter_expenses_by_hh_size > 1170.000 & unc_rawben_rel_max <=    0.995","ranger_mtry1",25,12,0.48,0.3258,17,3,0.1765,0.0077,0.0113,0.198,19,5,0.2632,0.0051,0.0069,0.207,"other_error"
"2-3","cat_elig >    0.500 & rawben_rel_max <=    0.997 & total_deductions_by_hh_size >  949.000 & total_deductions_by_hh_size <= 1140.000","ranger_mtry1",13,7,0.5385,0.3248,6,0,0,0,0,0.07,6,0,0,0,0,0.065,"other_error"
"2-3","elderly_disabled_i <=   0.500 & HH_size_n <=   2.500 & rawben_rel_max <=   0.648 & total_deductions_by_hh_size > 765.000","ranger_mtry1",13,7,0.5385,0.3248,10,0,0,0,0,0.116,10,0,0,0,0,0.109,"other_error"
"2-3","rawben_rel_max >=   0.989 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >=  94.700 & utilities < 161.000","xgboost",13,7,0.5385,0.3248,12,5,0.4167,0.0128,0.0103,0.14,12,5,0.4167,0.0051,0.0034,0.131,"other_error"
"2-3","rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.995","ranger_mtry1",75,31,0.4133,0.3244,38,7,0.1842,0.0179,0.0245,0.442,39,8,0.2051,0.0081,0.0104,0.425,"other_error"
"2-3","total_deductions_by_hh_size > 750.000 & unc_rawben_rel_max <=   0.998 & utilities > 420.000","ranger_mtry1",59,25,0.4237,0.3235,32,4,0.125,0.0102,0.0138,0.372,32,4,0.125,0.0041,0.0045,0.348,"other_error"
"2-3","rawben_rel_max >=   0.994 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 254.000","xgboost",70,29,0.4143,0.3224,44,11,0.25,0.0281,0.0424,0.512,44,11,0.25,0.0112,0.0139,0.479,"other_error"
"2-3","rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 269.000 & unc_rawben_rel_max >=   0.993","xgboost",92,37,0.4022,0.322,45,11,0.2444,0.0281,0.0424,0.524,46,12,0.2609,0.0122,0.0163,0.501,"other_error"
"2-3","expedited_i <=  0.500 & months_since_cert_n <= 29.500 & rawben_rel_max >  0.994 & unc_rawben_rel_max <=  0.996","ranger_mtry1",52,22,0.4231,0.3169,55,13,0.2364,0.0332,0.0344,0.64,55,13,0.2364,0.0132,0.0113,0.599,"other_error"
"2-3","count_divisible_by_100 <=    0.50 & total_deductions_by_hh_size > 1040.00 & unc_rawben_rel_max <=    1.09","ranger_mtry1",11,6,0.5455,0.3151,3,1,0.3333,0.0026,0.0081,0.035,3,1,0.3333,0.001,0.0027,0.033,"other_error"
"2-3","medical_deductions >= 187.000 & rawben_rel_max >=   0.705 & shelter_expenses_by_hh_size < 592.000","xgboost",11,6,0.5455,0.3151,10,3,0.3,0.0077,0.0132,0.116,10,3,0.3,0.003,0.0043,0.109,"other_error"
"2-3","rawben_rel_max >=   0.994 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 203.000","xgboost",66,27,0.4091,0.315,42,9,0.2143,0.023,0.0376,0.489,42,9,0.2143,0.0091,0.0123,0.457,"other_error"
"2-3","count_divisible_by_100 <= 0.500 & expedited_i <= 0.500 & unc_rawben_rel_max > 0.994 & unc_rawben_rel_max <= 0.997","ranger_mtry1",69,28,0.4058,0.3139,49,14,0.2857,0.0357,0.0381,0.57,49,14,0.2857,0.0142,0.0125,0.533,"other_error"
"2-3","cat_elig >   1.500 & married <=   0.500 & rawben_rel_max <=   0.515 & total_deductions_by_hh_size > 684.000","ranger_mtry1",16,8,0.5,0.3098,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","months_since_cert_n <   7.000 & rawben_rel_max <   0.995 & total_deductions_by_hh_size >= 686.000 & total_deductions_by_hh_size < 808.000","xgboost",29,13,0.4483,0.3073,21,4,0.1905,0.0102,0.007,0.244,23,6,0.2609,0.0061,0.0061,0.25,"other_error"
"2-3","cat_elig > 0.500 & homeless <= 0.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",79,31,0.3924,0.307,51,10,0.1961,0.0255,0.0322,0.594,52,11,0.2115,0.0112,0.0129,0.566,"other_error"
"2-3","children_i <=   0.500 & count_divisible_by_100 <=   0.500 & medical_deductions > 575.000 & rawben_rel_max >   0.165","ranger_mtry1",24,11,0.4583,0.3039,5,3,0.6,0.0077,0.0163,0.058,5,3,0.6,0.003,0.0053,0.054,"other_error"
"2-3","rawben_rel_max <   0.852 & shelter_expenses_by_hh_size >= 751.000 & total_deductions_by_hh_size >= 741.000 & utilities >= 612.000","xgboost",24,11,0.4583,0.3039,13,2,0.1538,0.0051,0.0038,0.151,13,2,0.1538,0.002,0.0012,0.142,"other_error"
"2-3","medical_deductions >  190 & shelter_expenses_by_hh_size >  493 & shelter_expenses_by_hh_size <= 1030 & total_deductions_by_hh_size >  524","ranger_mtry1",32,14,0.4375,0.3038,22,4,0.1818,0.0102,0.012,0.256,23,5,0.2174,0.0051,0.0044,0.25,"other_error"
"2-3","count_divisible_by_100 <= 1.500 & percent_abawd <= 0.583 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",86,33,0.3837,0.3023,59,14,0.2373,0.0357,0.0393,0.687,60,15,0.25,0.0152,0.0153,0.653,"other_error"
"2-3","medical_deductions >=  1.0000 & medical_deductions < 32.0000 & total_deductions_by_hh_size >= 81.5000 & unc_rawben_rel_max >=  0.0379","xgboost",19,9,0.4737,0.3006,7,3,0.4286,0.0077,0.0042,0.081,7,3,0.4286,0.003,0.0014,0.076,"other_error"
"2-3","percent_abawd <=    1.75 & shelter_expenses_by_hh_size > 1310.00 & total_deductions_by_hh_size >  579.00","ranger_mtry1",19,9,0.4737,0.3006,18,1,0.0556,0.0026,0.0081,0.21,20,3,0.15,0.003,0.0049,0.218,"other_error"
"2-3","expedited_i <= 0.500 & unc_rawben_rel_max > 0.994 & unc_rawben_rel_max <= 0.997","ranger_mtry1",78,30,0.3846,0.2993,57,14,0.2456,0.0357,0.0381,0.663,57,14,0.2456,0.0142,0.0125,0.621,"other_error"
"2-3","medical_deductions <= 292.000 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 693.000","ranger_mtry1",78,30,0.3846,0.2993,51,7,0.1373,0.0179,0.0239,0.594,54,10,0.1852,0.0101,0.013,0.588,"other_error"
"2-3","expedited_i < 1.000 & rawben_rel_max >= 0.993 & rawben_rel_max < 0.996","xgboost",81,31,0.3827,0.299,58,13,0.2241,0.0332,0.0344,0.675,59,14,0.2373,0.0142,0.0137,0.642,"other_error"
"2-3","cat_elig <=   2.5 & married >   0.5 & medical_deductions > 514.0 & total_deductions_by_hh_size > 550.0","ranger_mtry1",14,7,0.5,0.2988,7,3,0.4286,0.0077,0.0163,0.081,7,3,0.4286,0.003,0.0053,0.076,"other_error"
"2-3","medical_deductions > 584 & shelter_expenses_by_hh_size > 545","ranger_mtry1",14,7,0.5,0.2988,7,2,0.2857,0.0051,0.0082,0.081,7,2,0.2857,0.002,0.0027,0.076,"other_error"
"2-3","rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 692.000 & utilities > 326.000","ranger_mtry1",84,32,0.381,0.2988,56,8,0.1429,0.0204,0.0259,0.652,58,10,0.1724,0.0101,0.0123,0.631,"other_error"
"2-3","percent_abawd <= 0.583 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.996","ranger_mtry1",87,33,0.3793,0.2986,60,14,0.2333,0.0357,0.0393,0.698,61,15,0.2459,0.0152,0.0153,0.664,"other_error"
"2-3","months_since_cert_n <= 29.500 & rawben_rel_max >  0.994 & unc_rawben_rel_max <=  0.996","ranger_mtry1",58,23,0.3966,0.2978,59,14,0.2373,0.0357,0.0393,0.687,59,14,0.2373,0.0142,0.0129,0.642,"other_error"
"2-3","medical_deductions >= 194.000 & rawben_rel_max >=   0.284 & utilities < 724.000","xgboost",67,26,0.3881,0.2963,33,7,0.2121,0.0179,0.0203,0.384,36,10,0.2778,0.0101,0.0105,0.392,"other_error"
"2-3","count_divisible_by_100 <= 1.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",88,33,0.375,0.295,62,14,0.2258,0.0357,0.0393,0.722,63,15,0.2381,0.0152,0.0153,0.686,"other_error"
"2-3","cat_elig > 0.500 & months_since_cert_n > 7.500 & unc_rawben_rel_max > 0.994 & unc_rawben_rel_max <= 0.998","ranger_mtry1",22,10,0.4545,0.2947,15,4,0.2667,0.0102,0.0111,0.175,15,4,0.2667,0.0041,0.0036,0.163,"other_error"
"2-3","homeless <=   0.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 308.000 & total_deductions_by_hh_size > 781.000","ranger_mtry1",53,21,0.3962,0.2933,29,3,0.1034,0.0077,0.0159,0.338,29,3,0.1034,0.003,0.0052,0.316,"other_error"
"2-3","medical_deductions > 201.000 & rawben_rel_max >   0.286 & utilities <= 742.000","ranger_mtry1",62,24,0.3871,0.2921,34,5,0.1471,0.0128,0.0161,0.396,37,8,0.2162,0.0081,0.0091,0.403,"other_error"
"2-3","rawben_rel_max <   1 & total_deductions_by_hh_size >= 655 & utilities >= 688","xgboost",62,24,0.3871,0.2921,33,6,0.1818,0.0153,0.0104,0.384,35,8,0.2286,0.0081,0.0061,0.381,"other_error"
"2-3","rawben_rel_max > 0.993 & rawben_rel_max <= 0.996","ranger_mtry1",89,33,0.3708,0.2915,63,14,0.2222,0.0357,0.0393,0.733,64,15,0.2344,0.0152,0.0153,0.697,"other_error"
"2-3","cat_elig <=   1.500 & percent_abawd <=   0.250 & total_deductions_by_hh_size > 681.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",39,16,0.4103,0.2907,64,10,0.1562,0.0255,0.0294,0.745,66,12,0.1818,0.0122,0.0125,0.719,"other_error"
"2-3","children_i <=   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 679.000","ranger_mtry1",39,16,0.4103,0.2907,25,6,0.24,0.0153,0.0179,0.291,26,7,0.2692,0.0071,0.0082,0.283,"other_error"
"2-3","medical_deductions <  367 & shelter_expenses_by_hh_size >= 1260 & total_deductions_by_hh_size >=  741","xgboost",25,11,0.44,0.2906,16,1,0.0625,0.0026,0.0081,0.186,17,2,0.1176,0.002,0.0033,0.185,"other_error"
"2-3","medical_deductions > 575.000 & rawben_rel_max >   0.132 & utilities > 156.000","ranger_mtry1",25,11,0.44,0.2906,7,4,0.5714,0.0102,0.0203,0.081,7,4,0.5714,0.0041,0.0066,0.076,"other_error"
"2-3","medical_deductions >=  5.000 & medical_deductions < 18.000 & unc_rawben_rel_max >=  0.174","xgboost",25,11,0.44,0.2906,11,2,0.1818,0.0051,0.002,0.128,11,2,0.1818,0.002,7e-04,0.12,"other_error"
"2-3","medical_deductions >= 202.000 & months_since_cert_n <  23.000 & rawben_rel_max >=   0.654","xgboost",25,11,0.44,0.2906,25,6,0.24,0.0153,0.0223,0.291,27,8,0.2963,0.0081,0.0106,0.294,"other_error"
"2-3","count_divisible_by_100 <=   0.5 & married >   0.5 & medical_deductions > 584.0 & months_since_cert_n >   4.5","ranger_mtry1",17,8,0.4706,0.2896,8,2,0.25,0.0051,0.0082,0.093,8,2,0.25,0.002,0.0027,0.087,"other_error"
"2-3","married >   0.5 & medical_deductions > 366.0 & total_deductions_by_hh_size > 524.0 & utilities >  30.5","ranger_mtry1",17,8,0.4706,0.2896,12,4,0.3333,0.0102,0.0183,0.14,13,5,0.3846,0.0051,0.0065,0.142,"other_error"
"2-3","months_since_cert_n >=   8.000 & rawben_rel_max <   0.499 & shelter_expenses_by_hh_size >= 886.000 & utilities < 770.000","xgboost",17,8,0.4706,0.2896,15,0,0,0,0,0.175,16,1,0.0625,0.001,5e-04,0.174,"other_error"
"2-3","count_divisible_by_100 <= 0.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.998","ranger_mtry1",111,40,0.3604,0.2895,66,15,0.2273,0.0383,0.043,0.768,67,16,0.2388,0.0162,0.0165,0.729,"other_error"
"2-3","months_since_cert_n <=   5.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 692.000 & utilities > 326.000","ranger_mtry1",54,21,0.3889,0.2876,32,5,0.1562,0.0128,0.015,0.372,33,6,0.1818,0.0061,0.0073,0.359,"other_error"
"2-3","unc_rawben_rel_max >  0.993 & unc_rawben_rel_max <=  0.998 & utilities > 30.500","ranger_mtry1",103,37,0.3592,0.286,53,11,0.2075,0.0281,0.0343,0.617,54,12,0.2222,0.0122,0.0136,0.588,"other_error"
"2-3","cat_elig <= 1.500 & married > 0.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",12,6,0.5,0.2855,11,4,0.3636,0.0102,0.0148,0.128,11,4,0.3636,0.0041,0.0049,0.12,"other_error"
"2-3","children_i >    0.5 & medical_deductions <=    3.0 & shelter_expenses_by_hh_size >  300.0 & total_deductions_by_hh_size > 1100.0","ranger_mtry1",12,6,0.5,0.2855,4,1,0.25,0.0026,0.0013,0.047,4,1,0.25,0.001,4e-04,0.044,"other_error"
"2-3","total_deductions_by_hh_size > 750.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",67,25,0.3731,0.2826,37,5,0.1351,0.0128,0.0197,0.431,38,6,0.1579,0.0061,0.0079,0.414,"other_error"
"2-3","medical_deductions >= 197.000 & months_since_cert_n >=   3.000 & rawben_rel_max >=   0.284","xgboost",64,24,0.375,0.2824,36,7,0.1944,0.0179,0.0164,0.419,39,10,0.2564,0.0101,0.0072,0.425,"other_error"
"2-3","rawben_rel_max >=   0.993 & rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 189.000 & total_deductions_by_hh_size < 519.000","xgboost",58,22,0.3793,0.2821,33,6,0.1818,0.0153,0.0152,0.384,34,7,0.2059,0.0071,0.0074,0.37,"other_error"
"2-3","months_since_cert_n <=   32.500 & rawben_rel_max >    0.993 & rawben_rel_max <=    0.997 & total_deductions_by_hh_size <= 1010.000","ranger_mtry1",114,40,0.3509,0.2816,64,14,0.2188,0.0357,0.0349,0.745,65,15,0.2308,0.0152,0.0138,0.708,"other_error"
"2-3","total_deductions_by_hh_size > 715.000 & unc_rawben_rel_max <=   0.997","ranger_mtry1",77,28,0.3636,0.2795,46,6,0.1304,0.0153,0.0226,0.535,48,8,0.1667,0.0081,0.0112,0.523,"other_error"
"2-3","count_divisible_by_100 <=   0.500 & medical_deductions <= 362.000 & total_deductions_by_hh_size > 689.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",74,27,0.3649,0.2791,46,6,0.1304,0.0153,0.0221,0.535,49,9,0.1837,0.0091,0.0124,0.533,"other_error"
"2-3","medical_deductions > 551.00 & months_since_cert_n >   0.50 & percent_abawd <=   1.75","ranger_mtry1",26,11,0.4231,0.2785,13,3,0.2308,0.0077,0.0163,0.151,13,3,0.2308,0.003,0.0053,0.142,"other_error"
"2-3","months_since_cert_n <= 5.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.997","ranger_mtry1",68,25,0.3676,0.2783,43,9,0.2093,0.023,0.0275,0.501,44,10,0.2273,0.0101,0.0114,0.479,"other_error"
"2-3","rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 693.000","ranger_mtry1",90,32,0.3556,0.2779,57,8,0.1404,0.0204,0.0259,0.663,60,11,0.1833,0.0112,0.0137,0.653,"other_error"
"2-3","HH_size_n <=   2.500 & percent_abawd <=   1.750 & total_deductions_by_hh_size > 679.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",87,31,0.3563,0.2774,56,9,0.1607,0.023,0.0235,0.652,58,11,0.1897,0.0112,0.0115,0.631,"other_error"
"2-3","elderly_disabled_i >   0.5 & medical_deductions > 575.0 & total_deductions_by_hh_size > 534.0","ranger_mtry1",15,7,0.4667,0.2767,8,4,0.5,0.0102,0.0203,0.093,8,4,0.5,0.0041,0.0066,0.087,"other_error"
"2-3","expedited_i <= 0.500 & months_since_cert_n <= 4.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.998","ranger_mtry1",56,21,0.375,0.2767,39,8,0.2051,0.0204,0.0227,0.454,40,9,0.225,0.0091,0.0098,0.435,"other_error"
