fiscal_year,calendar_year,month_name,month_num,state,stratum,sampling_interval,stratum_sampling_size,snap_units_in_state,units_with_complete_reviews,ineligible_units,disqualification_rate,adjusted_snap_units_in_state,failing_units,stratum_sampling_size_edited,stratum_specific_weight,pct_ineligible,ym
2017,2017,April,4,Wyoming,0,1,32,14200,30,2,0.0667,13253,0,28,473,6.67,2017-04
2017,2017,April,4,Guam,0,1,43,15361,35,0,0,15361,0,35,439,0,2017-04
2017,2017,April,4,Virgin Islands,0,1,26,12711,24,0,0,12711,0,24,530,0,2017-04
2017,2017,May,5,Alabama,0,1,91,368738,83,1,0.012,364295,0,82,4443,1.2,2017-05
2017,2017,May,5,Alaska,0,1,62,38758,48,2,0.0417,37143,0,46,807,4.17,2017-05
2017,2017,May,5,Arizona,0,1,94,406700,69,3,0.0435,389017,0,66,5894,4.35,2017-05
2017,2017,May,5,Arkansas,0,1,98,167461,92,0,0,167461,1,91,1840,0,2017-05
2017,2017,May,5,California,0,1,91,1967755,77,2,0.026,1916644,1,74,25901,2.6,2017-05
2017,2017,May,5,Colorado,0,1,95,222248,75,1,0.0133,219285,0,74,2963,1.3299999999999998,2017-05
2017,2017,May,5,Connecticut,0,1,90,233974,75,1,0.0133,230854,0,74,3120,1.3299999999999998,2017-05
2017,2017,May,5,Delaware,0,1,80,70365,61,4,0.0656,65751,0,57,1154,6.5600000000000005,2017-05
2017,2017,May,5,District of Columbia,0,1,101,69399,90,2,0.0222,67857,1,87,780,2.22,2017-05
2017,2017,May,5,Florida,0,1,92,1653545,71,0,0,1653545,0,71,23289,0,2017-05
2017,2017,May,5,Georgia,0,1,94,743297,89,0,0,743297,0,89,8352,0,2017-05
2017,2017,May,5,Hawaii,0,1,80,85281,50,1,0.02,83575,0,49,1706,2,2017-05
2017,2017,May,5,Idaho,0,1,97,73686,79,1,0.0127,72753,0,78,933,1.27,2017-05
2017,2017,May,5,Illinois,0,1,97,988529,84,1,0.0119,976761,0,83,11768,1.1900000000000002,2017-05
2017,2017,May,5,Indiana,0,1,102,291902,78,5,0.0641,273190,0,73,3742,6.41,2017-05
2017,2017,May,5,Iowa,0,1,93,170772,81,1,0.0123,168664,0,80,2108,1.23,2017-05
2017,2017,May,5,Kansas,0,1,89,107209,71,0,0,107209,0,71,1510,0,2017-05
2017,2017,May,5,Kentucky,0,1,149,306453,139,1,0.0072,304248,0,138,2205,0.72,2017-05
2017,2017,May,5,Louisiana,0,1,97,404245,64,2,0.0313,391612,0,62,6316,3.1300000000000003,2017-05
2017,2017,May,5,Maine,0,1,96,92996,86,3,0.0349,89752,0,83,1081,3.49,2017-05
2017,2017,May,5,Maryland,0,1,84,353807,54,0,0,353807,0,54,6552,0,2017-05
2017,2017,May,5,Massachusetts,0,1,91,442160,81,1,0.0123,436701,0,80,5459,1.23,2017-05
2017,2017,May,5,Michigan,0,1,90,717595,70,1,0.0143,707344,0,69,10251,1.43,2017-05
2017,2017,May,5,Minnesota,0,1,92,221744,87,0,0,221744,0,87,2549,0,2017-05
2017,2017,May,5,Mississippi,0,1,91,240788,84,1,0.0119,237921,0,83,2867,1.1900000000000002,2017-05
2017,2017,May,5,Missouri,0,1,86,348839,73,3,0.0411,334503,0,70,4779,4.109999999999999,2017-05
2017,2017,May,5,Montana,0,1,83,58077,65,2,0.0308,56290,0,63,893,3.08,2017-05
2017,2017,May,5,Nebraska,0,1,90,78219,75,2,0.0267,76133,0,73,1043,2.67,2017-05
2017,2017,May,5,Nevada,0,1,101,224800,86,1,0.0116,222186,0,85,2614,1.16,2017-05
2017,2017,May,5,New Hampshire,0,1,66,45763,60,1,0.0167,45000,0,59,763,1.67,2017-05
2017,2017,May,5,New Jersey,0,1,96,400361,69,0,0,400361,0,69,5802,0,2017-05
2017,2017,May,5,New Mexico,0,1,98,214414,85,1,0.0118,211891,0,84,2523,1.18,2017-05
2017,2017,May,5,New York,0,1,92,1610184,73,1,0.0137,1588127,0,72,22057,1.37,2017-05
2017,2017,May,5,North Carolina,0,1,84,673801,75,2,0.0267,655833,0,73,8984,2.67,2017-05
2017,2017,May,5,North Dakota,0,1,44,25229,42,0,0,25229,0,42,601,0,2017-05
2017,2017,May,5,Ohio,0,1,94,742351,79,1,0.0127,732954,0,78,9397,1.27,2017-05
2017,2017,May,5,Oklahoma,0,1,98,270068,86,0,0,270068,0,86,3140,0,2017-05
2017,2017,May,5,Oregon,0,1,101,384475,77,0,0,384475,0,77,4993,0,2017-05
2017,2017,May,5,Pennsylvania,0,1,88,949024,69,0,0,949024,0,69,13754,0,2017-05
2017,2017,May,5,Rhode Island,0,1,88,95391,72,3,0.0417,91416,0,69,1325,4.17,2017-05
2017,2017,May,5,South Carolina,0,1,90,331999,75,2,0.0267,323146,0,73,4427,2.67,2017-05
2017,2017,May,5,South Dakota,0,1,63,41065,61,1,0.0164,40392,0,60,673,1.6400000000000001,2017-05
2017,2017,May,5,Tennessee,0,1,106,511414,85,1,0.0118,505397,0,84,6017,1.18,2017-05
2017,2017,May,5,Texas,0,1,103,1588555,82,0,0,1588555,0,82,19373,0,2017-05
2017,2017,May,5,Utah,0,1,86,81895,75,3,0.04,78619,0,72,1092,4,2017-05
2017,2017,May,5,Vermont,0,1,62,41610,56,1,0.0179,40867,0,55,743,1.79,2017-05
2017,2017,May,5,Virginia,0,1,86,360018,62,3,0.0484,342598,1,58,5907,4.84,2017-05
2017,2017,May,5,Washington,0,1,106,518658,90,1,0.0111,512895,0,89,5763,1.11,2017-05
2017,2017,May,5,West Virginia,0,1,93,171522,75,2,0.0267,166948,0,73,2287,2.67,2017-05
2017,2017,May,5,Wisconsin,0,1,99,341794,78,1,0.0128,337412,0,77,4382,1.28,2017-05
2017,2017,May,5,Wyoming,0,1,31,14143,29,0,0,14143,0,29,488,0,2017-05
2017,2017,May,5,Guam,0,1,43,15320,35,0,0,15320,0,35,438,0,2017-05
2017,2017,May,5,Virgin Islands,0,1,23,12650,21,0,0,12650,0,21,602,0,2017-05
2017,2017,June,6,Alabama,0,1,114,370190,101,2,0.0198,362860,0,99,3665,1.9800000000000002,2017-06
2017,2017,June,6,Alaska,0,1,63,39495,54,2,0.037,38032,0,52,731,3.6999999999999997,2017-06
2017,2017,June,6,Arizona,0,1,94,406769,72,2,0.0278,395470,0,70,5650,2.78,2017-06
2017,2017,June,6,Arkansas,0,1,97,168099,92,3,0.0326,162618,0,89,1827,3.26,2017-06
2017,2017,June,6,California,0,1,116,1963764,92,0,0,1963764,0,92,21345,0,2017-06
2017,2017,June,6,Colorado,0,1,94,221213,64,3,0.0469,210844,0,61,3456,4.6899999999999995,2017-06
2017,2017,June,6,Connecticut,0,1,89,232153,68,0,0,232153,0,68,3414,0,2017-06
2017,2017,June,6,Delaware,0,1,78,70856,72,4,0.0556,66920,0,68,984,5.56,2017-06
2017,2017,June,6,District of Columbia,0,1,105,70455,79,1,0.0127,69563,0,78,892,1.27,2017-06
2017,2017,June,6,Florida,0,1,100,1662374,85,0,0,1662374,0,85,19557,0,2017-06
2017,2017,June,6,Georgia,0,1,93,741444,85,2,0.0235,723998,0,83,8723,2.35,2017-06
2017,2017,June,6,Hawaii,0,1,80,85238,55,0,0,85238,0,55,1550,0,2017-06
2017,2017,June,6,Idaho,0,1,97,72869,85,1,0.0118,72012,0,84,857,1.18,2017-06
2017,2017,June,6,Illinois,0,1,96,966094,85,1,0.0118,954728,0,84,11366,1.18,2017-06
2017,2017,June,6,Indiana,0,1,101,290461,79,4,0.0506,275754,1,74,3726,5.06,2017-06
2017,2017,June,6,Iowa,0,1,91,170829,85,3,0.0353,164800,0,82,2010,3.53,2017-06
2017,2017,June,6,Kansas,0,1,89,107487,81,2,0.0247,104833,0,79,1327,2.4699999999999998,2017-06
2017,2017,June,6,Kentucky,0,1,149,307598,139,5,0.036,296533,0,134,2213,3.5999999999999996,2017-06
2017,2017,June,6,Louisiana,0,1,97,406439,62,0,0,406439,0,62,6555,0,2017-06
2017,2017,June,6,Maine,0,1,95,92479,83,3,0.0361,89136,1,79,1128,3.61,2017-06
2017,2017,June,6,Maryland,0,1,99,352612,77,0,0,352612,0,77,4579,0,2017-06
2017,2017,June,6,Massachusetts,0,1,92,442934,89,1,0.0112,437957,0,88,4977,1.1199999999999999,2017-06
2017,2017,June,6,Michigan,0,1,89,713427,77,0,0,713427,0,77,9265,0,2017-06
2017,2017,June,6,Minnesota,0,1,92,221402,88,4,0.0455,211338,0,84,2516,4.55,2017-06
2017,2017,June,6,Mississippi,0,1,91,241261,80,0,0,241261,0,80,3016,0,2017-06
2017,2017,June,6,Missouri,0,1,86,349673,73,1,0.0137,344883,0,72,4790,1.37,2017-06
2017,2017,June,6,Montana,0,1,83,57980,72,0,0,57980,0,72,805,0,2017-06
2017,2017,June,6,Nebraska,0,1,90,78184,70,0,0,78184,0,70,1117,0,2017-06
2017,2017,June,6,Nevada,0,1,102,225483,76,1,0.0132,222516,0,75,2967,1.32,2017-06
2017,2017,June,6,New Hampshire,0,1,66,45496,53,1,0.0189,44638,0,52,858,1.8900000000000001,2017-06
2017,2017,June,6,New Jersey,0,1,86,398972,59,0,0,398972,0,59,6762,0,2017-06
2017,2017,June,6,New Mexico,0,1,98,215833,82,0,0,215833,0,82,2632,0,2017-06
2017,2017,June,6,New York,0,1,92,1606448,77,0,0,1606448,1,76,21137,0,2017-06
2017,2017,June,6,North Carolina,0,1,84,676240,78,1,0.0128,667570,0,77,8670,1.28,2017-06
2017,2017,June,6,North Dakota,0,1,44,25260,41,1,0.0244,24644,0,40,616,2.44,2017-06
2017,2017,June,6,Ohio,0,1,94,736138,83,2,0.0241,718400,0,81,8869,2.41,2017-06
2017,2017,June,6,Oklahoma,0,1,99,271835,88,1,0.0114,268746,0,87,3089,1.1400000000000001,2017-06
2017,2017,June,6,Oregon,0,1,99,387997,73,2,0.0274,377367,0,71,5315,2.74,2017-06
2017,2017,June,6,Pennsylvania,0,1,88,950894,70,0,0,950894,0,70,13584,0,2017-06
2017,2017,June,6,Rhode Island,0,1,0,95391,0,0,0,0,0,0,0,0,2017-06
2017,2017,June,6,South Carolina,0,1,90,332475,83,0,0,332475,0,83,4006,0,2017-06
2017,2017,June,6,South Dakota,0,1,63,40864,59,1,0.0169,40171,0,58,693,1.69,2017-06
2017,2017,June,6,Tennessee,0,1,105,508764,89,2,0.0225,497331,1,86,5783,2.25,2017-06
2017,2017,June,6,Texas,0,1,103,1587363,84,0,0,1587363,0,84,18897,0,2017-06
2017,2017,June,6,Utah,0,1,86,81525,78,1,0.0128,80480,0,77,1045,1.28,2017-06
2017,2017,June,6,Vermont,0,1,63,41391,59,0,0,41391,0,59,702,0,2017-06
2017,2017,June,6,Virginia,0,1,88,359673,67,4,0.0597,338200,1,62,5455,5.970000000000001,2017-06
2017,2017,June,6,Washington,0,1,105,516897,90,0,0,516897,0,90,5743,0,2017-06
2017,2017,June,6,West Virginia,0,1,93,170843,75,5,0.0667,159453,0,70,2278,6.67,2017-06
2017,2017,June,6,Wisconsin,0,1,99,339901,85,1,0.0118,335902,0,84,3999,1.18,2017-06
2017,2017,June,6,Wyoming,0,1,30,13828,29,1,0.0345,13351,0,28,477,3.45,2017-06
2017,2017,June,6,Guam,0,1,44,15626,35,0,0,15626,1,34,460,0,2017-06
2017,2017,June,6,Virgin Islands,0,1,13,12590,13,0,0,12590,0,13,968,0,2017-06
2017,2017,July,7,Alabama,0,1,113,368329,100,1,0.01,364646,0,99,3683,1,2017-07
2017,2017,July,7,Alaska,0,1,65,41769,57,3,0.0526,39571,0,54,733,5.26,2017-07
2017,2017,July,7,Arizona,0,1,94,405746,64,3,0.0469,386727,0,61,6340,4.6899999999999995,2017-07
2017,2017,July,7,Arkansas,0,1,97,166157,92,3,0.0326,160739,0,89,1806,3.26,2017-07
2017,2017,July,7,California,0,1,114,1951592,77,1,0.013,1926247,0,76,25345,1.3,2017-07
2017,2017,July,7,Colorado,0,1,93,218401,66,1,0.0152,215092,0,65,3309,1.52,2017-07
2017,2017,July,7,Connecticut,0,1,91,231354,70,2,0.0286,224744,0,68,3305,2.86,2017-07
2017,2017,July,7,Delaware,0,1,41,70026,32,0,0,70026,0,32,2188,0,2017-07
2017,2017,July,7,District of Columbia,0,1,104,69393,82,1,0.0122,68547,0,81,846,1.22,2017-07
2017,2017,July,7,Florida,0,1,99,1654489,79,2,0.0253,1612603,0,77,20943,2.53,2017-07
2017,2017,July,7,Georgia,0,1,100,729372,91,2,0.022,713342,0,89,8015,2.1999999999999997,2017-07
2017,2017,July,7,Hawaii,0,1,80,85108,51,2,0.0392,81770,0,49,1669,3.92,2017-07
2017,2017,July,7,Idaho,0,1,95,71976,85,1,0.0118,71129,0,84,847,1.18,2017-07
2017,2017,July,7,Illinois,0,1,96,961076,84,0,0,961076,0,84,11441,0,2017-07
2017,2017,July,7,Indiana,0,1,100,288332,82,1,0.0122,284816,0,81,3516,1.22,2017-07
2017,2017,July,7,Iowa,0,1,92,169722,84,1,0.0119,167702,0,83,2021,1.1900000000000002,2017-07
2017,2017,July,7,Kansas,0,1,88,107061,79,2,0.0253,104351,0,77,1355,2.53,2017-07
2017,2017,July,7,Kentucky,0,1,148,305204,138,5,0.0362,294146,1,132,2228,3.62,2017-07
2017,2017,July,7,Louisiana,0,1,96,405891,65,1,0.0154,399647,0,64,6244,1.54,2017-07
2017,2017,July,7,Maine,0,1,95,91761,87,4,0.046,87542,0,83,1055,4.6,2017-07
2017,2017,July,7,Maryland,0,1,99,350409,78,1,0.0128,345917,0,77,4492,1.28,2017-07
2017,2017,July,7,Massachusetts,0,1,93,444034,84,0,0,444034,0,84,5286,0,2017-07
2017,2017,July,7,Michigan,0,1,89,710617,79,2,0.0253,692627,0,77,8995,2.53,2017-07
2017,2017,July,7,Minnesota,0,1,91,221088,86,4,0.0465,210805,1,81,2603,4.65,2017-07
2017,2017,July,7,Mississippi,0,1,94,240166,88,0,0,240166,0,88,2729,0,2017-07
2017,2017,July,7,Missouri,0,1,86,348671,78,0,0,348671,0,78,4470,0,2017-07
2017,2017,July,7,Montana,0,1,82,57587,62,2,0.0323,55729,0,60,929,3.2300000000000004,2017-07
2017,2017,July,7,Nebraska,0,1,89,77740,70,1,0.0143,76629,0,69,1111,1.43,2017-07
2017,2017,July,7,Nevada,0,1,102,225126,80,0,0,225126,0,80,2814,0,2017-07
2017,2017,July,7,New Hampshire,0,1,65,44912,56,0,0,44912,0,56,802,0,2017-07
2017,2017,July,7,New Jersey,0,1,94,395303,63,0,0,395303,0,63,6275,0,2017-07
2017,2017,July,7,New Mexico,0,1,98,216188,81,3,0.037,208181,0,78,2669,3.6999999999999997,2017-07
2017,2017,July,7,New York,0,1,92,1597548,77,0,0,1597548,0,77,20747,0,2017-07
2017,2017,July,7,North Carolina,0,1,97,672310,91,1,0.011,664922,0,90,7388,1.0999999999999999,2017-07
2017,2017,July,7,North Dakota,0,1,44,25009,43,1,0.0233,24427,0,42,582,2.33,2017-07
2017,2017,July,7,Ohio,0,1,93,714319,77,1,0.013,705042,0,76,9277,1.3,2017-07
2017,2017,July,7,Oklahoma,0,1,98,271082,76,4,0.0526,256815,0,72,3567,5.26,2017-07
2017,2017,July,7,Oregon,0,1,99,375766,72,1,0.0139,370547,0,71,5219,1.39,2017-07
2017,2017,July,7,Pennsylvania,0,1,99,951487,70,0,0,951487,0,70,13593,0,2017-07
2017,2017,July,7,Rhode Island,0,1,0,95391,0,0,0,0,0,0,0,0,2017-07
2017,2017,July,7,South Carolina,0,1,95,328766,80,1,0.0125,324656,0,79,4110,1.25,2017-07
2017,2017,July,7,South Dakota,0,1,62,40597,58,0,0,40597,0,58,700,0,2017-07
2017,2017,July,7,Tennessee,0,1,104,501384,86,0,0,501384,0,86,5830,0,2017-07
2017,2017,July,7,Texas,0,1,104,1593222,77,0,0,1593222,0,77,20691,0,2017-07
2017,2017,July,7,Utah,0,1,84,80275,75,1,0.0133,79205,0,74,1070,1.3299999999999998,2017-07
2017,2017,July,7,Vermont,0,1,62,41168,56,0,0,41168,0,56,735,0,2017-07
2017,2017,July,7,Virginia,0,1,88,356236,65,0,0,356236,0,65,5481,0,2017-07
2017,2017,July,7,Washington,0,1,104,512488,83,1,0.012,506313,0,82,6175,1.2,2017-07
2017,2017,July,7,West Virginia,0,1,93,169497,76,0,0,169497,0,76,2230,0,2017-07
2017,2017,July,7,Wisconsin,0,1,98,338119,89,0,0,338119,0,89,3799,0,2017-07
2017,2017,July,7,Wyoming,0,1,30,13480,27,0,0,13480,0,27,499,0,2017-07
2017,2017,July,7,Guam,0,1,43,15247,38,0,0,15247,0,38,401,0,2017-07
2017,2017,July,7,Virgin Islands,0,1,0,12354,0,0,0,0,0,0,0,0,2017-07
2017,2017,August,8,Alabama,0,1,114,370478,99,2,0.0202,362994,0,97,3742,2.02,2017-08
2017,2017,August,8,Alaska,0,1,68,43181,52,1,0.0192,42351,0,51,830,1.92,2017-08
2017,2017,August,8,Arizona,0,1,94,407615,73,8,0.1096,362945,0,65,5584,10.96,2017-08
2017,2017,August,8,Arkansas,0,1,99,169248,87,6,0.069,157576,0,81,1945,6.9,2017-08
2017,2017,August,8,California,0,1,116,1966116,82,2,0.0244,1918162,0,80,23977,2.44,2017-08
2017,2017,August,8,Colorado,0,1,94,219487,59,1,0.0169,215767,0,58,3720,1.69,2017-08
2017,2017,August,8,Connecticut,0,1,88,230325,66,0,0,230325,0,66,3490,0,2017-08
2017,2017,August,8,Delaware,0,1,51,71429,39,1,0.0256,69597,0,38,1832,2.56,2017-08
2017,2017,August,8,District of Columbia,0,1,104,70329,92,0,0,70329,0,92,764,0,2017-08
