"rule_id","rule","n_conditions","role","coefficient","importance","workload_cut_pct","n_excluded","n_retained","clean_excluded","errors_lost","exclusion_purity","clean_per_error_lost","retained_precision","base_precision","precision_gain","recall_retained","err_dollars_lost","mean_dollars_excluded","retained_dollar_density","base_dollar_density","dollar_density_gain","dollar_recall_retained"
"rule18421","shelter_exp_by_hh_size < 213.6 & shelter_exp_by_hh_size >= 139.4 & unearned_by_hh_size >= 136.4",3,"EXCLUDE",-5.673,1.036,3.4,18,504,15,3,0.833,5,0.171,0.17,0,0.966,539,29.94,33.7,33.57,0.13,0.969
"rule19806","unc_rawben_rel_max < 1.176 & shelter_exp_by_hh_size >= 390 & gross_by_hh_size < 343.4",3,"EXCLUDE",-5.134,0.912,3.3,17,505,16,1,0.941,16,0.174,0.17,0.004,0.989,429,25.24,33.86,33.57,0.28,0.976
"rule5750","gross_by_hh_size < 501 & earned_by_hh_size >= 370.5 & rawben_rel_max < 0.5564",3,"EXCLUDE",-9.587,1.654,3.1,16,506,13,3,0.812,4.3,0.17,0.17,-0.001,0.966,356,22.25,33.93,33.57,0.36,0.98
"rule18089","shelter_exp_by_hh_size >= 213.1 & n_income_types < 0.5",2,"EXCLUDE",-16.041,2.682,2.9,15,507,14,1,0.933,14,0.174,0.17,0.003,0.989,223,14.87,34.13,33.57,0.55,0.987
"rule10492","shelter_exp_by_hh_size >= 531.2 & shelter_exp_by_hh_size >= 565.8 & utilities < 460.5",3,"EXCLUDE",-12.224,2.044,2.9,15,507,14,1,0.933,14,0.174,0.17,0.003,0.989,122,8.13,34.33,33.57,0.75,0.993
"rule16679","shelter_to_gross_ratio >= 0.4522 & percent_abawd >= 0.2381 & shelter_to_gross_ratio < 0.6278",3,"EXCLUDE",-6.988,1.13,2.7,14,508,13,1,0.929,13,0.173,0.17,0.003,0.989,90,6.43,34.32,33.57,0.75,0.995
"rule18549","shelter_exp_by_hh_size >= 551.9 & gross_by_hh_size < 515",2,"EXCLUDE",-17.261,2.692,2.5,13,509,11,2,0.846,5.5,0.171,0.17,0,0.978,406,31.23,33.63,33.57,0.06,0.977
"rule15863","unc_rawben_rel_max < 1.126 & unc_rawben_rel_max < 1.056 & shelter_to_gross_ratio >= 1.438",3,"EXCLUDE",-1.224,0.191,2.5,13,509,12,1,0.923,12,0.173,0.17,0.002,0.989,165,12.69,34.11,33.57,0.53,0.991
"rule16487","unc_rawben_rel_max < 1.072 & gross_by_hh_size >= 172.1 & shelter_to_gross_ratio >= 1.438",3,"EXCLUDE",-1.821,0.273,2.3,12,510,11,1,0.917,11,0.173,0.17,0.002,0.989,165,13.75,34.04,33.57,0.47,0.991
"rule6855","shelter_exp_by_hh_size < 216.9 & shelter_exp_by_hh_size >= 156.3 & elderly_disabled_i %in% c(""TRUE"")",3,"EXCLUDE",-21.533,2.806,1.7,9,513,9,0,1,Inf,0.173,0.17,0.003,1,0,0,34.16,33.57,0.59,1
"rule11072","cert_HH_size_FS_n < 8.5 & n_income_types >= 0.5",2,"KEEP",4.431,1.152,92.7,484,38,399,85,0.824,4.7,0.105,0.17,-0.065,0.045,16687,34.48,22.08,33.57,-11.5,0.048
"rule9803","shelter_exp_by_hh_size < 634.2 & unc_rawben_rel_max < 1.097 & shelter_exp_by_hh_size >= 73.58",3,"KEEP",2.223,0.862,81.6,426,96,345,81,0.81,4.3,0.083,0.17,-0.087,0.09,15618,36.66,19.88,33.57,-13.7,0.109
"rule14100","rawben_rel_max < 0.9968 & gross_by_hh_size < 953.5 & unearned_by_hh_size < 264.8",3,"KEEP",12.797,5.965,68.2,356,166,290,66,0.815,4.4,0.139,0.17,-0.032,0.258,12507,35.13,30.23,33.57,-3.34,0.286
"rule16414","expedited_i %in% c(""FALSE"") & n_deduction_types >= 2.5",2,"KEEP",2.711,1.266,68,355,167,294,61,0.828,4.8,0.168,0.17,-0.003,0.315,12254,34.52,31.57,33.57,-2.01,0.301
"rule18488","unearned_by_hh_size < 12.25 & rawben_rel_max >= 0.3299",2,"KEEP",-11.494,5.678,58,303,219,258,45,0.851,5.7,0.201,0.17,0.03,0.494,10934,36.09,30.1,33.57,-3.47,0.376
"rule19808","unc_rawben_rel_max < 1.176 & shelter_exp_by_hh_size < 390",2,"KEEP",3.402,1.683,57.5,300,222,246,54,0.82,4.6,0.158,0.17,-0.013,0.393,10581,35.27,31.28,33.57,-2.29,0.396
"rule16193","shelter_exp_by_hh_size < 550.2 & unc_rawben_rel_max < 1.072 & unearned_by_hh_size < 41.5",3,"KEEP",16.674,8.31,54.6,285,237,236,49,0.828,4.8,0.169,0.17,-0.002,0.449,10203,35.8,30.9,33.57,-2.68,0.418
"rule9582","cert_HH_size_FS_n < 7.5 & cert_HH_size_FS_n >= 2.5 & n_deduction_types >= 2.5",3,"KEEP",8.26,4.123,53.6,280,242,231,49,0.825,4.7,0.165,0.17,-0.005,0.449,9606,34.31,32.73,33.57,-0.85,0.452
"rule13849","n_income_types >= 0.5 & gross_by_hh_size >= 115.3 & gross_by_hh_size < 538.5",3,"KEEP",-8.222,4.114,49.2,257,265,204,53,0.794,3.8,0.136,0.17,-0.035,0.404,10509,40.89,26.48,33.57,-7.1,0.4
"rule20372","unc_rawben_rel_max < 1.225 & gross_by_hh_size >= 30.98 & rawben_rel_max >= 0.6376",3,"KEEP",-5.378,2.691,49,256,266,209,47,0.816,4.4,0.158,0.17,-0.013,0.472,9583,37.43,29.86,33.57,-3.71,0.453
"rule20469","shelter_exp_by_hh_size >= 171.8 & rawben_rel_max >= 0.5778",2,"KEEP",-12.525,6.265,48.3,252,270,211,41,0.837,5.1,0.178,0.17,0.007,0.539,10217,40.54,27.07,33.57,-6.5,0.417
"rule654","gross_by_hh_size >= 1 & cert_HH_size_FS_n < 7.5 & gross_by_hh_size < 512.2",3,"KEEP",-6.807,3.4,46.7,244,278,194,50,0.795,3.9,0.14,0.17,-0.03,0.438,9619,39.42,28.44,33.57,-5.13,0.451
"rule2166","gross_by_hh_size >= 1 & utilities >= 28.5 & gross_by_hh_size < 508.3",3,"KEEP",-5.217,2.601,45.6,238,284,192,46,0.807,4.2,0.151,0.17,-0.019,0.483,9640,40.5,27.77,33.57,-5.81,0.45
"rule11852","gross_by_hh_size >= 1.875 & rawben_rel_max >= 0.6865",2,"KEEP",-0.001,0.001,45.6,238,284,196,42,0.824,4.7,0.165,0.17,-0.005,0.528,8017,33.68,33.48,33.57,-0.09,0.543
"rule15574","n_income_types >= 0.5 & shelter_exp_by_hh_size < 598.2 & rawben_rel_max >= 0.6818",3,"KEEP",39.914,19.861,44.6,233,289,188,45,0.807,4.2,0.152,0.17,-0.018,0.494,10983,47.14,22.64,33.57,-10.93,0.373
"rule11275","cert_HH_size_FS_n < 5.5 & earned_by_hh_size < 510.3 & shelter_exp_by_hh_size >= 138.9",3,"KEEP",11.716,5.805,42.9,224,298,175,49,0.781,3.6,0.134,0.17,-0.036,0.449,10622,47.42,23.17,33.57,-10.41,0.394
"rule6473","utilities >= 28.5 & gross_by_hh_size >= 253.2 & earned_by_hh_size < 510.8",3,"KEEP",3.948,1.954,42.5,222,300,172,50,0.775,3.4,0.13,0.17,-0.04,0.438,9918,44.68,25.36,33.57,-8.21,0.434
"rule12536","rawben_rel_max >= 0.6865 & unc_rawben_rel_max < 1.2 & gross_by_hh_size >= 73.75",3,"KEEP",-0.925,0.456,41.2,215,307,173,42,0.805,4.1,0.153,0.17,-0.017,0.528,8017,37.29,30.97,33.57,-2.6,0.543
"rule9610","earned_by_hh_size < 375.2 & rawben_rel_max >= 0.4986",2,"KEEP",12.324,6.049,40.2,210,312,176,34,0.838,5.2,0.176,0.17,0.006,0.618,8924,42.5,27.57,33.57,-6,0.491
"rule12199","gross_by_hh_size >= 1 & gross_by_hh_size < 463.3 & cert_HH_size_FS_n < 7.5",3,"KEEP",-4.369,2.143,40,209,313,172,37,0.823,4.6,0.166,0.17,-0.004,0.584,7221,34.55,32.92,33.57,-0.65,0.588
"rule8638","unc_rawben_rel_max < 1.241 & cert_HH_size_FS_n < 7.5 & shelter_to_gross_ratio >= 0.6783",3,"KEEP",-24.567,12.039,39.8,208,314,171,37,0.822,4.6,0.166,0.17,-0.005,0.584,8581,41.25,28.49,33.57,-5.09,0.51
"rule2582","gross_by_hh_size < 512.7 & unc_rawben_rel_max < 1.094 & gross_by_hh_size >= 171.3",3,"KEEP",-0.012,0.006,39.8,208,314,160,48,0.769,3.3,0.131,0.17,-0.04,0.461,9989,48.02,24,33.57,-9.57,0.43
"rule18784","earned_by_hh_size < 511.3 & shelter_exp_by_hh_size < 532.2 & n_income_types < 1.5",3,"KEEP",0.202,0.099,39.5,206,316,169,37,0.82,4.6,0.165,0.17,-0.006,0.584,8513,41.33,28.52,33.57,-5.05,0.514
"rule6807","gross_by_hh_size >= 1 & gross_by_hh_size < 463.8 & n_deduction_types < 3.5",3,"KEEP",-17.978,8.765,38.7,202,320,167,35,0.827,4.8,0.169,0.17,-0.002,0.607,7301,36.14,31.95,33.57,-1.62,0.583
"rule20246","cert_HH_size_FS_n < 7.5 & shelter_to_gross_ratio >= 0.7424",2,"KEEP",-0.436,0.213,38.7,202,320,166,36,0.822,4.6,0.166,0.17,-0.005,0.596,9058,44.84,26.46,33.57,-7.11,0.483
"rule18592","earned_by_hh_size < 380.7 & shelter_to_gross_ratio >= 0.4973",2,"KEEP",1.538,0.748,38.1,199,323,163,36,0.819,4.5,0.164,0.17,-0.006,0.596,9161,46.04,25.9,33.57,-7.68,0.477
"rule17536","earned_by_hh_size < 370.7 & shelter_exp_by_hh_size < 410.8",2,"KEEP",-2.073,1.003,37.2,194,328,161,33,0.83,4.9,0.171,0.17,0,0.629,7582,39.08,30.32,33.57,-3.26,0.567
"rule12665","n_income_types >= 0.5 & rawben_rel_max >= 0.777",2,"KEEP",23.471,11.316,36.6,191,331,152,39,0.796,3.9,0.151,0.17,-0.019,0.562,9218,48.26,25.1,33.57,-8.48,0.474
"rule8050","shelter_exp_by_hh_size >= 309.5 & utilities < 472.5",2,"KEEP",1.606,0.774,36.6,191,331,154,37,0.806,4.2,0.157,0.17,-0.013,0.584,7665,40.13,29.79,33.57,-3.78,0.563
"rule18651","rawben_rel_max >= 0.7823 & shelter_exp_by_hh_size < 526.2",2,"KEEP",-0.011,0.005,36.4,190,332,160,30,0.842,5.3,0.178,0.17,0.007,0.663,6499,34.21,33.21,33.57,-0.36,0.629
"rule20637","unc_rawben_rel_max >= 0.6376 & shelter_to_gross_ratio < 1.047",2,"KEEP",-3.475,1.664,35.4,185,337,152,33,0.822,4.6,0.166,0.17,-0.004,0.629,6420,34.7,32.96,33.57,-0.62,0.634
"rule12927","earned_by_hh_size < 370.8 & rawben_rel_max >= 0.5089 & shelter_exp_by_hh_size < 425.4",3,"KEEP",7.712,3.669,34.5,180,342,149,31,0.828,4.8,0.17,0.17,-0.001,0.652,7441,41.34,29.49,33.57,-4.09,0.575
"rule742","cert_HH_size_FS_n < 7.5 & rawben_rel_max >= 0.6831 & cert_HH_size_FS_n >= 2.5",3,"KEEP",0.359,0.171,34.3,179,343,143,36,0.799,4,0.155,0.17,-0.016,0.596,8418,47.03,26.55,33.57,-7.02,0.52
"rule944","gross_by_hh_size < 428.4 & rawben_rel_max >= 0.6872 & shelter_exp_by_hh_size < 526.8",3,"KEEP",-0.034,0.016,34.1,178,344,150,28,0.843,5.4,0.177,0.17,0.007,0.685,6154,34.57,33.06,33.57,-0.52,0.649
"rule8819","gross_by_hh_size >= 1 & rawben_rel_max >= 0.744 & gross_by_hh_size < 556.5",3,"KEEP",-0.167,0.079,33.9,177,345,147,30,0.831,4.9,0.171,0.17,0.001,0.663,5972,33.74,33.49,33.57,-0.08,0.659
"rule13171","rawben_rel_max < 0.9609 & gross_by_hh_size >= 269 & gross_by_hh_size < 541.5",3,"KEEP",-1.568,0.735,32.6,170,352,130,40,0.765,3.2,0.139,0.17,-0.031,0.551,7863,46.25,27.45,33.57,-6.12,0.551
"rule12681","shelter_to_gross_ratio >= 0.5381 & gross_by_hh_size >= 1 & cert_HH_size_FS_n >= 3.5",3,"KEEP",-0.077,0.036,30.8,161,361,134,27,0.832,5,0.172,0.17,0.001,0.697,5780,35.9,32.54,33.57,-1.04,0.67
"rule10960","shelter_exp_by_hh_size < 562.8 & shelter_to_gross_ratio >= 0.7875",2,"KEEP",12.128,5.597,30.7,160,362,126,34,0.787,3.7,0.152,0.17,-0.019,0.618,9887,61.79,21.1,33.57,-12.47,0.436
"rule10442","shelter_exp_by_hh_size < 567.2 & shelter_exp_by_hh_size >= 389.5",2,"KEEP",15.646,7.182,30.1,157,365,128,29,0.815,4.4,0.164,0.17,-0.006,0.674,5981,38.1,31.63,33.57,-1.94,0.659
"rule7556","shelter_to_gross_ratio >= 0.7098 & utilities < 472.5 & n_income_types >= 0.5",3,"KEEP",5.906,2.696,29.5,154,368,120,34,0.779,3.5,0.149,0.17,-0.021,0.618,9715,63.08,21.23,33.57,-12.35,0.446
"rule17576","n_income_types >= 0.5 & utilities >= 444.5 & unc_rawben_rel_max >= 0.6746",3,"KEEP",11.565,5.228,28.5,149,373,117,32,0.785,3.7,0.153,0.17,-0.018,0.64,8931,59.94,23.04,33.57,-10.53,0.49
"rule6341","unc_rawben_rel_max < 1.107 & gross_by_hh_size < 493.2 & shelter_exp_by_hh_size >= 160.5",3,"KEEP",0.071,0.032,28.2,147,375,111,36,0.755,3.1,0.141,0.17,-0.029,0.596,9517,64.74,21.36,33.57,-12.22,0.457
"rule7897","unc_rawben_rel_max < 0.9863 & shelter_to_gross_ratio < 1.339 & earned_by_hh_size < 370.5",3,"KEEP",-6.147,2.762,28,146,376,119,27,0.815,4.4,0.165,0.17,-0.006,0.697,5035,34.49,33.22,33.57,-0.35,0.713
"rule13908","married >= 0.5 & shelter_exp_by_hh_size < 549.1 & unc_rawben_rel_max < 1.097",3,"KEEP",-3.126,1.405,28,146,376,123,23,0.842,5.3,0.176,0.17,0.005,0.742,5606,38.4,31.7,33.57,-1.87,0.68
"rule4879","gross_by_hh_size < 497.9 & shelter_exp_by_hh_size >= 162.2 & unearned_by_hh_size < 116.6",3,"KEEP",13.383,5.987,27.6,144,378,112,32,0.778,3.5,0.151,0.17,-0.02,0.64,9560,66.39,21.07,33.57,-12.5,0.455
"rule15944","gross_by_hh_size >= 1 & shelter_exp_by_hh_size >= 71.53 & gross_by_hh_size < 374.9",3,"KEEP",4.832,2.162,27.6,144,378,118,26,0.819,4.5,0.167,0.17,-0.004,0.708,6090,42.29,30.25,33.57,-3.32,0.653
"rule8438","married >= 0.5 & shelter_exp_by_hh_size >= 185.6",2,"KEEP",3.236,1.444,27.4,143,379,120,23,0.839,5.2,0.174,0.17,0.004,0.742,5964,41.71,30.51,33.57,-3.07,0.66
"rule3281","shelter_exp_by_hh_size < 524.2 & shelter_to_gross_ratio >= 0.6479 & unc_rawben_rel_max < 1.096",3,"KEEP",3.188,1.423,27.4,143,379,109,34,0.762,3.2,0.145,0.17,-0.025,0.618,8335,58.29,24.25,33.57,-9.32,0.524
"rule399","gross_by_hh_size >= 1.875 & shelter_to_gross_ratio >= 0.7894 & shelter_to_gross_ratio >= 0.8301",3,"KEEP",-37.676,16.669,26.6,139,383,113,26,0.813,4.3,0.164,0.17,-0.006,0.708,5649,40.64,31.01,33.57,-2.56,0.678
"rule8197","shelter_exp_by_hh_size >= 140.9 & gross_by_hh_size < 414.3 & rawben_rel_max >= 0.6872",3,"KEEP",-10.473,4.634,26.6,139,383,115,24,0.827,4.8,0.17,0.17,-0.001,0.73,6718,48.33,28.22,33.57,-5.36,0.617
"rule15163","cert_HH_size_FS_n < 7.5 & shelter_exp_by_hh_size < 227.6 & shelter_exp_by_hh_size < 211.2",3,"KEEP",-0.412,0.182,26.6,139,383,111,28,0.799,4,0.159,0.17,-0.011,0.685,5260,37.84,32.03,33.57,-1.55,0.7
"rule19225","expedited_i %in% c(""FALSE"") & shelter_exp_by_hh_size < 490.7 & shelter_exp_by_hh_size < 207.3",3,"KEEP",-4.53,1.981,25.7,134,388,104,30,0.776,3.5,0.152,0.17,-0.018,0.663,5810,43.36,30.2,33.57,-3.38,0.668
"rule13500","gross_by_hh_size < 318.4 & cert_HH_size_FS_n >= 2.5",2,"KEEP",-6.95,3.024,25.3,132,390,110,22,0.833,5,0.172,0.17,0.001,0.753,5867,44.45,29.89,33.57,-3.68,0.665
"rule1713","shelter_to_gross_ratio >= 0.8078 & shelter_to_gross_ratio >= 0.8301 & shelter_exp_by_hh_size < 526.2",3,"KEEP",-5.186,2.256,25.3,132,390,110,22,0.833,5,0.172,0.17,0.001,0.753,5492,41.61,30.86,33.57,-2.72,0.687
"rule12123","gross_by_hh_size >= 14.31 & gross_by_hh_size < 364.8 & elderly_disabled_i %in% c(""FALSE"")",3,"KEEP",-2.49,1.078,24.9,130,392,111,19,0.854,5.8,0.179,0.17,0.008,0.787,4897,37.67,32.22,33.57,-1.36,0.721
"rule12519","utilities >= 444.5 & utilities < 472.5 & unearned_by_hh_size < 0.7143",3,"KEEP",10.684,4.589,24.3,127,395,102,25,0.803,4.1,0.162,0.17,-0.008,0.719,7221,56.86,26.09,33.57,-7.49,0.588
"rule20855","earned_by_hh_size < 290.9 & shelter_exp_by_hh_size < 307.6",2,"KEEP",-0.514,0.221,24.3,127,395,104,23,0.819,4.5,0.167,0.17,-0.003,0.742,5028,39.59,31.64,33.57,-1.93,0.713
"rule15617","n_income_types >= 0.5 & gross_by_hh_size < 332.7",2,"KEEP",12.789,5.448,23.8,124,398,98,26,0.79,3.8,0.158,0.17,-0.012,0.708,7544,60.84,25.08,33.57,-8.49,0.57
"rule2657","gross_by_hh_size >= 332.7 & gross_by_hh_size < 503",2,"KEEP",-1.988,0.847,23.8,124,398,98,26,0.79,3.8,0.158,0.17,-0.012,0.708,4796,38.68,31.98,33.57,-1.59,0.726
"rule11285","rawben_rel_max < 0.9968 & utilities >= 402 & rawben_rel_max >= 0.777",3,"KEEP",0.002,0.001,23.6,123,399,92,31,0.748,3,0.145,0.17,-0.025,0.652,6100,49.59,28.64,33.57,-4.94,0.652
"rule10320","cert_HH_size_FS_n >= 4.5 & gross_by_hh_size >= 49.7 & shelter_to_gross_ratio < 0.8839",3,"KEEP",1.224,0.515,23,120,402,97,23,0.808,4.2,0.164,0.17,-0.006,0.742,4294,35.78,32.92,33.57,-0.66,0.755
"rule19705","n_income_types >= 0.5 & shelter_to_gross_ratio >= 0.9047",2,"KEEP",0.714,0.301,23,120,402,96,24,0.8,4,0.162,0.17,-0.009,0.73,6968,58.07,26.26,33.57,-7.31,0.602
"rule12721","gross_by_hh_size < 333.6 & gross_by_hh_size < 318.4 & shelter_exp_by_hh_size < 363.6",3,"KEEP",-29.158,12.244,22.8,119,403,100,19,0.84,5.3,0.174,0.17,0.003,0.787,4139,34.78,33.22,33.57,-0.36,0.764
"rule8064","gross_by_hh_size >= 1 & shelter_to_gross_ratio >= 0.7894 & rawben_rel_max >= 0.7933",3,"KEEP",-0.272,0.114,22.8,119,403,100,19,0.84,5.3,0.174,0.17,0.003,0.787,4281,35.97,32.87,33.57,-0.71,0.756
"rule15994","shelter_exp_by_hh_size >= 198.4 & gross_by_hh_size >= 326.2 & shelter_exp_by_hh_size >= 437.5",3,"KEEP",14.712,6.103,22,115,407,92,23,0.8,4,0.162,0.17,-0.008,0.742,4241,36.88,32.64,33.57,-0.93,0.758
"rule576","gross_by_hh_size >= 1 & shelter_to_gross_ratio >= 0.7098 & earned_by_hh_size < 368.7",3,"KEEP",-14.253,5.895,21.8,114,408,98,16,0.86,6.1,0.179,0.17,0.008,0.82,4512,39.58,31.9,33.57,-1.68,0.743
"rule15142","shelter_to_gross_ratio >= 0.7385 & unc_rawben_rel_max < 1.072 & shelter_exp_by_hh_size >= 264.4",3,"KEEP",-5.508,2.278,21.8,114,408,88,26,0.772,3.4,0.154,0.17,-0.016,0.708,5365,47.06,29.81,33.57,-3.77,0.694
"rule6707","utilities >= 397 & utilities >= 460.5 & rawben_rel_max >= 0.6821",3,"KEEP",3.902,1.609,21.6,113,409,92,21,0.814,4.4,0.166,0.17,-0.004,0.764,5552,49.13,29.28,33.57,-4.3,0.683
"rule13202","shelter_exp_by_hh_size >= 131 & gross_by_hh_size >= 1.875 & gross_by_hh_size < 367.4",3,"KEEP",-0.031,0.013,21.6,113,409,96,17,0.85,5.6,0.176,0.17,0.006,0.809,4902,43.38,30.87,33.57,-2.71,0.72
"rule14203","cert_HH_size_FS_n < 5.5 & n_deduction_types < 2.5",2,"KEEP",-1.913,0.783,21.3,111,411,90,21,0.811,4.3,0.165,0.17,-0.005,0.764,3746,33.75,33.53,33.57,-0.05,0.786
"rule4173","shelter_to_gross_ratio >= 0.7111 & earned_by_hh_size < 263",2,"KEEP",-30.017,12.253,21.1,110,412,93,17,0.845,5.5,0.175,0.17,0.004,0.809,5435,49.41,29.35,33.57,-4.23,0.69
"rule9789","cert_HH_size_FS_n >= 4.5 & gross_by_hh_size >= 20 & shelter_exp_by_hh_size < 288.9",3,"KEEP",0.276,0.112,20.7,108,414,88,20,0.815,4.4,0.167,0.17,-0.004,0.775,4278,39.61,32,33.57,-1.57,0.756
"rule11375","cert_HH_size_FS_n < 7.5 & n_income_types >= 1.5 & gross_by_hh_size < 635.1",3,"KEEP",0.006,0.003,20.7,108,414,83,25,0.769,3.3,0.155,0.17,-0.016,0.719,4223,39.1,32.13,33.57,-1.44,0.759
"rule16540","cert_HH_size_FS_n < 5.5 & shelter_exp_by_hh_size >= 202.6 & shelter_to_gross_ratio >= 0.8873",3,"KEEP",4.134,1.67,20.5,107,415,84,23,0.785,3.7,0.159,0.17,-0.011,0.742,6014,56.21,27.74,33.57,-5.83,0.657
"rule5231","gross_by_hh_size < 296.6 & n_income_types >= 0.5",2,"KEEP",15.42,6.165,19.9,104,418,82,22,0.788,3.7,0.16,0.17,-0.01,0.753,5972,57.42,27.64,33.57,-5.93,0.659
"rule18785","earned_by_hh_size < 511.3 & shelter_exp_by_hh_size < 532.2 & n_income_types >= 1.5",3,"KEEP",-10.798,4.301,19.7,103,419,81,22,0.786,3.7,0.16,0.17,-0.011,0.753,3561,34.57,33.33,33.57,-0.25,0.797
"rule17387","n_income_types < 1.5 & earned_by_hh_size < 316.2 & gross_by_hh_size < 281.8",3,"KEEP",6.956,2.761,19.5,102,420,85,17,0.833,5,0.171,0.17,0.001,0.809,4868,47.73,30.14,33.57,-3.44,0.722
"rule16361","unc_rawben_rel_max < 1.186 & expedited_i %in% c(""FALSE"") & utilities < 425.5",3,"KEEP",3.601,1.396,18.4,96,426,77,19,0.802,4.1,0.164,0.17,-0.006,0.787,3566,37.15,32.77,33.57,-0.8,0.797
"rule8592","unearned_by_hh_size < 410.8 & n_income_types >= 0.5 & gross_by_hh_size < 280",3,"KEEP",20.194,7.799,18.2,95,427,76,19,0.8,4,0.164,0.17,-0.007,0.787,5344,56.25,28.53,33.57,-5.05,0.695
"rule14955","earned_by_hh_size < 370.5 & unearned_by_hh_size < 11.5 & cert_HH_size_FS_n >= 3.5",3,"KEEP",-25.657,9.827,17.8,93,429,81,12,0.871,6.8,0.179,0.17,0.009,0.865,5106,54.9,28.95,33.57,-4.62,0.709
"rule5237","earned_by_hh_size < 510.3 & unc_rawben_rel_max < 1.096 & shelter_to_gross_ratio >= 0.8219",3,"KEEP",1.266,0.485,17.8,93,429,63,30,0.677,2.1,0.138,0.17,-0.033,0.663,8274,88.97,21.57,33.57,-12.01,0.528
"rule8333","utilities >= 444.5 & unc_rawben_rel_max < 1.229 & shelter_exp_by_hh_size < 225.8",3,"KEEP",-0.066,0.025,17.8,93,429,73,20,0.785,3.6,0.161,0.17,-0.01,0.775,4357,46.85,30.7,33.57,-2.88,0.751
"rule7580","earned_by_hh_size >= 332.7 & unc_rawben_rel_max >= 0.7404",2,"KEEP",10.998,4.177,17.4,91,431,73,18,0.802,4.1,0.165,0.17,-0.006,0.798,3527,38.76,32.48,33.57,-1.09,0.799
"rule1651","shelter_to_gross_ratio >= 0.8078 & unc_rawben_rel_max < 1.081 & shelter_exp_by_hh_size >= 264.1",3,"KEEP",-4.172,1.584,17.4,91,431,67,24,0.736,2.8,0.151,0.17,-0.02,0.73,4878,53.6,29.35,33.57,-4.23,0.722
"rule18617","utilities >= 444.5 & utilities < 472.5 & shelter_to_gross_ratio >= 0.801",3,"KEEP",1.843,0.697,17.2,90,432,69,21,0.767,3.3,0.157,0.17,-0.013,0.764,6972,77.47,24.43,33.57,-9.14,0.602
"rule16501","unearned_by_hh_size < 209.5 & shelter_to_gross_ratio >= 0.6773 & unc_rawben_rel_max < 0.9225",3,"KEEP",20.102,7.567,17,89,433,63,26,0.708,2.4,0.145,0.17,-0.025,0.708,6855,77.02,24.64,33.57,-8.93,0.609
"rule762","earned_by_hh_size < 507.3 & unc_rawben_rel_max < 1.072 & n_deduction_types < 2.5",3,"KEEP",15.024,5.605,16.7,87,435,64,23,0.736,2.8,0.152,0.17,-0.019,0.742,4658,53.54,29.58,33.57,-3.99,0.734
"rule18830","cert_HH_size_FS_n < 7.5 & unearned_by_hh_size < 8.75 & shelter_exp_by_hh_size < 211.2",3,"KEEP",-45.164,16.77,16.5,86,436,72,14,0.837,5.1,0.172,0.17,0.002,0.843,3070,35.7,33.16,33.57,-0.42,0.825
"rule20587","gross_by_hh_size >= 1 & shelter_to_gross_ratio < 1.438 & gross_by_hh_size < 319.8",3,"KEEP",37.632,13.841,16.1,84,438,64,20,0.762,3.2,0.158,0.17,-0.013,0.775,4957,59.01,28.7,33.57,-4.88,0.717
"rule20616","cert_HH_size_FS_n < 7.5 & earned_by_hh_size < 255.4 & utilities < 460.5",3,"KEEP",9.185,3.378,16.1,84,438,62,22,0.738,2.8,0.153,0.17,-0.018,0.753,5217,62.11,28.1,33.57,-5.47,0.702
"rule19863","gross_by_hh_size >= 1 & utilities >= 460.5 & shelter_exp_by_hh_size < 317.9",3,"KEEP",3.86,1.413,15.9,83,439,67,16,0.807,4.2,0.166,0.17,-0.004,0.82,3300,39.76,32.41,33.57,-1.17,0.812
"rule12549","shelter_to_gross_ratio < 0.5505 & shelter_exp_by_hh_size < 201.3",2,"KEEP",5.417,1.973,15.7,82,440,61,21,0.744,2.9,0.155,0.17,-0.016,0.764,3196,38.98,32.57,33.57,-1.01,0.818
"rule16246","shelter_exp_by_hh_size >= 139.4 & gross_by_hh_size < 326.2 & shelter_to_gross_ratio >= 0.8839",3,"KEEP",-24.973,9.051,15.5,81,441,68,13,0.84,5.2,0.172,0.17,0.002,0.854,4508,55.65,29.52,33.57,-4.06,0.743
"rule15619","n_income_types >= 0.5 & gross_by_hh_size < 332.7 & shelter_exp_by_hh_size >= 156.3",3,"KEEP",7.413,2.673,15.3,80,442,62,18,0.775,3.4,0.161,0.17,-0.01,0.798,6910,86.38,24.02,33.57,-9.56,0.606
"rule20728","cert_HH_size_FS_n < 7.5 & n_income_types >= 0.5 & gross_by_hh_size < 265.7",3,"KEEP",5.202,1.876,15.3,80,442,64,16,0.8,4,0.165,0.17,-0.005,0.82,4650,58.12,29.13,33.57,-4.44,0.735
"rule7719","shelter_to_gross_ratio >= 0.8013 & shelter_to_gross_ratio >= 0.8485 & shelter_exp_by_hh_size < 365.8",3,"KEEP",-3.821,1.378,15.3,80,442,68,12,0.85,5.7,0.174,0.17,0.004,0.865,3026,37.83,32.81,33.57,-0.77,0.827
"rule18938","shelter_exp_by_hh_size < 497.5 & gross_by_hh_size < 294.2 & unc_rawben_rel_max < 1.111",3,"KEEP",1.721,0.621,15.3,80,442,59,21,0.738,2.8,0.154,0.17,-0.017,0.764,5042,63.02,28.24,33.57,-5.33,0.712
