"state","rank","rule","hh","drift"
"Michigan",7,"gross_by_hh_size > 810 & rawben_rel_max > 0.864 & utilities <= 5","1",FALSE
"Michigan",8,"total_deductions_by_hh_size > 523 & unc_rawben_rel_max > 0.975 & unc_rawben_rel_max <= 1 & utilities > 27.5","2-3",FALSE
"Michigan",14,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE
"Michigan",18,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"Michigan",19,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE
"Michigan",20,"elderly_disabled_i >= 1 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & utilities < 571","1",TRUE
"Michigan",23,"months_since_cert_n >= 17 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.02 & utilities < 797","1",TRUE
"Michigan",25,"gross_by_hh_size > 1600 & shelter_expenses_by_hh_size > 2080 & utilities <= 664","1",TRUE
"Michigan",29,"months_since_cert_n > 12.5 & total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.761 & utilities <= 8","1",FALSE
"Michigan",30,"months_since_cert_n > 3.5 & rawben_rel_max > 0.486 & unearned_by_hh_size > 3.75 & utilities <= 622","4+",TRUE
"Michigan",34,"months_since_cert_n > 4.5 & months_since_cert_n <= 6.5 & rawben_rel_max > 0.13 & utilities <= 652","4+",TRUE
"Michigan",35,"count_divisible_by_100 > 1.5 & months_since_cert_n > 5.5 & rawben_rel_max <= 0.975 & utilities > 17","4+",FALSE
"Michigan",38,"gross_by_hh_size >= 922 & total_deductions_by_hh_size >= 575 & utilities < 551","2-3",TRUE
"Michigan",40,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE
"Michigan",41,"gross_by_hh_size >= 913 & shelter_expenses_by_hh_size >= 34 & total_deductions_by_hh_size >= 634 & utilities < 40","1",TRUE
"Michigan",44,"gross_by_hh_size >= 643 & shelter_expenses_by_hh_size >= 830 & total_deductions_by_hh_size >= 490 & utilities < 46","1",TRUE
"Michigan",48,"earned_by_hh_size < 1 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 503","1",TRUE
"Michigan",61,"homeless >= 1 & months_since_cert_n >= 10 & shelter_expenses_by_hh_size >= 895 & utilities < 1010","1",TRUE
"Minnesota",4,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE
"Minnesota",6,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE
"Minnesota",7,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE
"Minnesota",11,"gross_by_hh_size > 810 & rawben_rel_max > 0.864 & utilities <= 5","1",FALSE
"Minnesota",12,"medical_deductions <= 122 & rawben_rel_max > 0.997 & unearned_by_hh_size > 401 & utilities <= 14","1",FALSE
"Minnesota",14,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE
"Minnesota",16,"earned_by_hh_size > 444 & unc_rawben_rel_max > 1.34 & utilities <= 42","1",FALSE
"Minnesota",21,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"Minnesota",25,"earned_by_hh_size >= 528 & unc_rawben_rel_max >= 1.32 & utilities < 462","1",TRUE
"Minnesota",26,"earned_by_hh_size >= 528 & unc_rawben_rel_max >= 1.44 & utilities < 580","1",TRUE
"Minnesota",28,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE
"Minnesota",30,"gross_by_hh_size > 1200 & unc_rawben_rel_max > 0.384 & utilities <= 16","1",FALSE
"Minnesota",33,"gross_by_hh_size > 1600 & shelter_expenses_by_hh_size > 2080 & utilities <= 664","1",TRUE
"Minnesota",38,"bbce_state_i >= 1 & earned_by_hh_size > 345 & unc_rawben_rel_max > 1.3 & utilities <= 5","1",FALSE
"Minnesota",41,"earned_by_hh_size < 68.7 & total_deductions_by_hh_size >= 421 & unc_rawben_rel_max < 1.03 & utilities < 442","2-3",TRUE
"Minnesota",47,"count_divisible_by_100 > 1.5 & months_since_cert_n > 5.5 & rawben_rel_max <= 0.975 & utilities > 17","4+",FALSE
"Minnesota",52,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE
"Minnesota",53,"earned_by_hh_size >= 520 & total_deductions_by_hh_size >= 2 & unc_rawben_rel_max >= 1.44 & utilities < 680","1",TRUE
"Minnesota",55,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE
"Minnesota",56,"earned_by_hh_size < 613 & shelter_expenses_by_hh_size >= 1030 & unc_rawben_rel_max < 1.02 & utilities < 284","1",TRUE
"Minnesota",60,"shelter_expenses_by_hh_size >= 339 & total_deductions_by_hh_size >= 470 & unearned_by_hh_size >= 896 & utilities < 860","2-3",TRUE
"Minnesota",65,"gross_by_hh_size > 1290 & medical_deductions > 140 & rawben_rel_max > 0.997 & utilities <= 598","1",TRUE
"Mississippi",2,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE
"Mississippi",5,"earned_by_hh_size > 0.1 & shelter_expenses_by_hh_size <= 104 & unc_rawben_rel_max > 0.534 & utilities <= 171","4+",TRUE
"Mississippi",6,"medical_deductions <= 122 & rawben_rel_max > 0.997 & unearned_by_hh_size > 401 & utilities <= 14","1",FALSE
"Mississippi",8,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE
"Mississippi",10,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE
"Mississippi",14,"earned_by_hh_size >= 528 & unc_rawben_rel_max >= 1.4 & utilities < 379","1",TRUE
"Mississippi",19,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE
"Mississippi",22,"count_divisible_by_100 <= 1.5 & gross_by_hh_size > 283 & unc_rawben_rel_max > 0.687 & utilities > 17","4+",FALSE
"Mississippi",23,"earned_by_hh_size < 68.7 & total_deductions_by_hh_size >= 421 & unc_rawben_rel_max < 1.03 & utilities < 442","2-3",TRUE
"Mississippi",28,"earned_by_hh_size < 613 & shelter_expenses_by_hh_size >= 1030 & unc_rawben_rel_max < 1.02 & utilities < 284","1",TRUE
"Mississippi",29,"elderly_disabled_i >= 1 & shelter_expenses_by_hh_size > 952 & utilities <= 8","1",FALSE
"Missouri",4,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE
"Missouri",6,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE
"Missouri",8,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.04 & unearned_by_hh_size >= 384 & utilities < 391","1",TRUE
"Missouri",9,"total_deductions_by_hh_size >= 554 & unearned_by_hh_size >= 915 & utilities < 571","2-3",TRUE
"Missouri",13,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 452","1",TRUE
"Missouri",17,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE
"Missouri",19,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"Missouri",23,"rawben_rel_max <= 0.971 & unc_rawben_rel_max > 0.161 & unearned_by_hh_size > 1010 & utilities <= 472","2-3",TRUE
"Missouri",27,"rawben_rel_max >= 0.193 & shelter_expenses_by_hh_size >= 578 & unearned_by_hh_size >= 946 & utilities < 511","2-3",TRUE
"Missouri",31,"percent_abawd < 0.273 & total_deductions_by_hh_size >= 456 & unearned_by_hh_size < 147 & utilities >= 435","4+",TRUE
"Missouri",35,"shelter_expenses_by_hh_size >= 876 & unearned_by_hh_size >= 546 & utilities < 452","2-3",TRUE
"Missouri",37,"gross_by_hh_size > 1180 & total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.402 & utilities <= 30.5","1",FALSE
"Missouri",38,"gross_by_hh_size >= 1130 & medical_deductions >= 310 & rawben_rel_max >= 0.972 & utilities < 550","1",TRUE
"Missouri",42,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE
"Missouri",43,"total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.558 & unearned_by_hh_size > 964 & utilities <= 8","1",FALSE
"Missouri",48,"medical_deductions >= 145 & rawben_rel_max >= 0.851 & utilities < 714","2-3",TRUE
"Missouri",50,"elderly_disabled_i >= 1 & total_deductions_by_hh_size > 510 & unc_rawben_rel_max <= 1.03 & utilities <= 278","1",TRUE
"Missouri",52,"HH_size_n < 3 & rawben_rel_max >= 0.624 & unearned_by_hh_size >= 668 & utilities < 452","2-3",TRUE
"Missouri",59,"rawben_rel_max >= 0.752 & unc_rawben_rel_max < 1.4 & unearned_by_hh_size >= 1510 & utilities < 679","1",TRUE
"Missouri",64,"earned_by_hh_size <= 322 & homeless >= 1 & shelter_expenses_by_hh_size > 1030 & utilities <= 798","1",TRUE
"Missouri",65,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE
"Missouri",70,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 360","1",TRUE
"Missouri",74,"children_i >= 1 & gross_by_hh_size >= 217 & unc_rawben_rel_max >= 1.1 & utilities < 347","2-3",TRUE
"Missouri",75,"gross_by_hh_size >= 548 & total_deductions_by_hh_size >= 384 & utilities >= 414 & utilities < 431","2-3",TRUE
"Missouri",76,"months_since_cert_n >= 6 & shelter_expenses_by_hh_size >= 157 & total_deductions_by_hh_size < 55.2 & utilities < 424","4+",TRUE
"Missouri",79,"earned_by_hh_size >= 548 & gross_by_hh_size < 629 & months_since_cert_n < 15 & utilities >= 450","1",TRUE
"Montana",4,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE
"Montana",9,"medical_deductions >= 173 & rawben_rel_max >= 0.433 & unearned_by_hh_size >= 1210 & utilities < 277","1",TRUE
"Montana",11,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE
"Montana",13,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"Montana",14,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE
"Montana",16,"elderly_disabled_i >= 1 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & utilities < 571","1",TRUE
"Montana",18,"bbce_state_i >= 1 & medical_deductions > 636 & unc_rawben_rel_max > 1.11 & utilities <= 636","1",TRUE
"Montana",20,"months_since_cert_n >= 17 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.02 & utilities < 797","1",TRUE
"Montana",26,"rawben_rel_max >= 0.993 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 612","1",TRUE
"Montana",27,"months_since_cert_n > 12.5 & total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.761 & utilities <= 8","1",FALSE
"Montana",30,"rawben_rel_max > 0.897 & total_deductions_by_hh_size > 293 & unearned_by_hh_size > 175 & utilities <= 214","1",TRUE
"Montana",31,"gross_by_hh_size > 451 & percent_abawd <= 0.5 & rawben_rel_max > 0.993 & utilities <= 8","1",FALSE
"Montana",34,"shelter_expenses_by_hh_size < 457 & total_deductions_by_hh_size >= 420 & utilities >= 426","4+",TRUE
"Montana",36,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.984 & unc_rawben_rel_max < 1.09 & utilities < 376","1",TRUE
"Montana",42,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.993 & unc_rawben_rel_max < 1.01 & utilities < 757","1",TRUE
"Montana",45,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE
"Montana",46,"total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.558 & unearned_by_hh_size > 964 & utilities <= 8","1",FALSE
"Montana",47,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE
"Montana",53,"expedited_i <= 0 & rawben_rel_max > 0.998 & unc_rawben_rel_max <= 1.02 & utilities <= 540","1",TRUE
"Montana",63,"earned_by_hh_size > 324 & unc_rawben_rel_max > 1.27 & utilities <= 5","1",FALSE
"Montana",65,"rawben_rel_max >= 0.752 & unc_rawben_rel_max < 1.4 & unearned_by_hh_size >= 1510 & utilities < 679","1",TRUE
"Montana",70,"percent_abawd >= 0.667 & rawben_rel_max < 0.711 & unearned_by_hh_size >= 0.5 & utilities < 860","2-3",TRUE
"Montana",72,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE
"Montana",74,"gross_by_hh_size >= 518 & shelter_expenses_by_hh_size >= 732 & total_deductions_by_hh_size >= 362 & utilities < 361","2-3",TRUE
"Montana",77,"shelter_expenses_by_hh_size < 372 & total_deductions_by_hh_size >= 320 & utilities >= 369","4+",TRUE
"Nebraska",3,"elderly_disabled_i >= 1 & rawben_rel_max > 0.999 & unc_rawben_rel_max <= 1 & utilities > 477","2-3",TRUE
"Nebraska",4,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE
"Nebraska",7,"earned_by_hh_size >= 772 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE
"Nebraska",10,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 452","1",TRUE
"Nebraska",11,"medical_deductions >= 173 & rawben_rel_max >= 0.433 & unearned_by_hh_size >= 1210 & utilities < 277","1",TRUE
"Nebraska",12,"earned_by_hh_size <= 19 & gross_by_hh_size > 370 & rawben_rel_max > 0.997 & utilities <= 293","1",TRUE
"Nebraska",14,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE
"Nebraska",16,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE
"Nebraska",19,"elderly_disabled_i >= 1 & medical_deductions > 134 & shelter_expenses_by_hh_size > 855 & utilities <= 724","2-3",TRUE
"Nebraska",20,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"Nebraska",24,"elderly_disabled_i >= 1 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & utilities < 571","1",TRUE
"Nebraska",28,"elderly_disabled_i >= 1 & gross_by_hh_size > 334 & rawben_rel_max > 0.998 & utilities <= 349","1",TRUE
"Nebraska",35,"shelter_expenses_by_hh_size < 457 & total_deductions_by_hh_size >= 420 & utilities >= 426","4+",TRUE
"Nebraska",39,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE
"Nebraska",40,"total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.558 & unearned_by_hh_size > 964 & utilities <= 8","1",FALSE
"Nebraska",43,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE
"Nebraska",44,"earned_by_hh_size < 613 & shelter_expenses_by_hh_size >= 1030 & unc_rawben_rel_max < 1.02 & utilities < 284","1",TRUE
"Nebraska",51,"rawben_rel_max > 0.155 & rawben_rel_max <= 0.984 & unearned_by_hh_size > 967 & utilities <= 530","2-3",TRUE
"Nebraska",53,"total_deductions_by_hh_size > 518 & utilities <= 820","4+",TRUE
"Nebraska",56,"rawben_rel_max <= 0.993 & shelter_expenses_by_hh_size > 860 & unc_rawben_rel_max > 0.285 & utilities <= 8","1",FALSE
"Nebraska",57,"earned_by_hh_size < 823 & rawben_rel_max >= 0.0446 & total_deductions_by_hh_size >= 954 & utilities < 735","2-3",TRUE
"Nebraska",59,"rawben_rel_max >= 0.256 & unearned_by_hh_size >= 1040 & utilities >= 306 & utilities < 679","2-3",TRUE
"Nebraska",63,"earned_by_hh_size >= 430 & unc_rawben_rel_max >= 1.32 & utilities < 553","1",TRUE
"Nebraska",65,"rawben_rel_max >= 0.752 & unc_rawben_rel_max < 1.4 & unearned_by_hh_size >= 1510 & utilities < 679","1",TRUE
"Nebraska",68,"percent_abawd >= 0.667 & rawben_rel_max < 0.711 & unearned_by_hh_size >= 0.5 & utilities < 860","2-3",TRUE
"Nebraska",71,"earned_by_hh_size <= 322 & homeless >= 1 & shelter_expenses_by_hh_size > 1030 & utilities <= 798","1",TRUE
"Nebraska",72,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE
"Nebraska",74,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 2.5 & rawben_rel_max <= 0.997 & utilities > 29.5","1",FALSE
"Nebraska",76,"gross_by_hh_size >= 518 & shelter_expenses_by_hh_size >= 732 & total_deductions_by_hh_size >= 362 & utilities < 361","2-3",TRUE
"Nebraska",81,"bbce_state_i >= 1 & total_deductions_by_hh_size > 705 & utilities <= 5","1",FALSE
"Nebraska",84,"bbce_state_i >= 1 & shelter_expenses_by_hh_size > 878 & unc_rawben_rel_max > 0.345 & utilities <= 30.5","1",FALSE
"Nebraska",88,"gross_by_hh_size >= 162 & total_deductions_by_hh_size >= 575 & unc_rawben_rel_max < 1.02 & utilities < 724","2-3",TRUE
"Nebraska",96,"children_i >= 1 & gross_by_hh_size >= 217 & unc_rawben_rel_max >= 1.1 & utilities < 347","2-3",TRUE
"Nebraska",98,"months_since_cert_n >= 3 & total_deductions_by_hh_size >= 130 & unearned_by_hh_size >= 326 & utilities < 441","4+",TRUE
"Nevada",4,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE
"Nevada",6,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",FALSE
"Nevada",8,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.04 & unearned_by_hh_size >= 384 & utilities < 391","1",TRUE
"Nevada",9,"medical_deductions > 138 & shelter_expenses_by_hh_size > 904 & utilities <= 786","2-3",FALSE
"Nevada",12,"medical_deductions >= 173 & rawben_rel_max >= 0.433 & unearned_by_hh_size >= 1210 & utilities < 277","1",TRUE
"Nevada",15,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE
"Nevada",16,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",TRUE
"Nevada",17,"earned_by_hh_size > 444 & unc_rawben_rel_max > 1.34 & utilities <= 42","1",TRUE
"Nevada",20,"gross_by_hh_size > 1200 & unc_rawben_rel_max > 0.384 & utilities <= 16","1",FALSE
"Nevada",23,"rawben_rel_max <= 0.971 & unc_rawben_rel_max > 0.161 & unearned_by_hh_size > 1010 & utilities <= 472","2-3",TRUE
"Nevada",24,"gross_by_hh_size > 1600 & shelter_expenses_by_hh_size > 2080 & utilities <= 664","1",FALSE
"Nevada",27,"elderly_disabled_i >= 1 & months_since_cert_n > 10.5 & shelter_expenses_by_hh_size > 906 & utilities <= 5","1",FALSE
"Nevada",38,"earned_by_hh_size < 613 & shelter_expenses_by_hh_size >= 1030 & unc_rawben_rel_max < 1.02 & utilities < 284","1",TRUE
"Nevada",48,"HH_size_n < 3 & rawben_rel_max >= 0.624 & unearned_by_hh_size >= 668 & utilities < 452","2-3",TRUE
"Nevada",49,"percent_abawd > 0.125 & rawben_rel_max <= 0.914 & total_deductions_by_hh_size > 550 & utilities <= 823","2-3",FALSE
"Nevada",50,"married >= 1 & shelter_expenses_by_hh_size > 968 & unc_rawben_rel_max <= 1 & utilities <= 922","2-3",FALSE
"Nevada",61,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",FALSE
"Nevada",62,"gross_by_hh_size >= 518 & shelter_expenses_by_hh_size >= 732 & total_deductions_by_hh_size >= 362 & utilities < 361","2-3",TRUE
"Nevada",75,"months_since_cert_n >= 7 & shelter_expenses_by_hh_size >= 521 & unc_rawben_rel_max < 1 & utilities < 364","2-3",TRUE
"Nevada",78,"children_i >= 1 & gross_by_hh_size >= 217 & unc_rawben_rel_max >= 1.1 & utilities < 347","2-3",TRUE
"Nevada",81,"months_since_cert_n >= 6 & shelter_expenses_by_hh_size >= 157 & total_deductions_by_hh_size < 55.2 & utilities < 424","4+",TRUE
"Nevada",82,"months_since_cert_n >= 3 & total_deductions_by_hh_size >= 130 & unearned_by_hh_size >= 326 & utilities < 441","4+",TRUE
"Nevada",86,"total_deductions_by_hh_size > 285 & unc_rawben_rel_max > 0.585 & unc_rawben_rel_max <= 1 & utilities > 378","4+",TRUE
"Nevada",89,"rawben_rel_max < 0.796 & shelter_expenses_by_hh_size < 357 & total_deductions_by_hh_size >= 276 & utilities < 770","4+",FALSE
"Nevada",94,"months_since_cert_n > 5.5 & shelter_expenses_by_hh_size > 120 & unc_rawben_rel_max <= 1 & utilities <= 300","4+",TRUE
"Nevada",96,"shelter_expenses_by_hh_size >= 233 & total_deductions_by_hh_size >= 61.8 & total_deductions_by_hh_size < 83 & utilities < 559","4+",FALSE
"New Hampshire",3,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE
"New Hampshire",6,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.04 & unearned_by_hh_size >= 384 & utilities < 391","1",TRUE
"New Hampshire",7,"medical_deductions > 138 & shelter_expenses_by_hh_size > 904 & utilities <= 786","2-3",TRUE
"New Hampshire",11,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE
"New Hampshire",12,"earned_by_hh_size > 444 & unc_rawben_rel_max > 1.34 & utilities <= 42","1",TRUE
"New Hampshire",15,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"New Hampshire",20,"gross_by_hh_size > 1200 & unc_rawben_rel_max > 0.384 & utilities <= 16","1",FALSE
"New Hampshire",28,"rawben_rel_max >= 1 & total_deductions_by_hh_size >= 956 & unc_rawben_rel_max < 1.04 & utilities < 1020","1",TRUE
"New Hampshire",30,"earned_by_hh_size < 68.7 & total_deductions_by_hh_size >= 421 & unc_rawben_rel_max < 1.03 & utilities < 442","2-3",TRUE
"New Hampshire",31,"medical_deductions >= 173 & shelter_expenses_by_hh_size >= 648 & utilities < 431","2-3",TRUE
"New Hampshire",34,"gross_by_hh_size >= 922 & total_deductions_by_hh_size >= 575 & utilities < 551","2-3",TRUE
"New Hampshire",35,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE
"New Hampshire",36,"total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.558 & unearned_by_hh_size > 964 & utilities <= 8","1",FALSE
"New Hampshire",37,"gross_by_hh_size >= 298 & rawben_rel_max >= 0.481 & utilities >= 353 & utilities < 361","2-3",TRUE
"New Hampshire",40,"rawben_rel_max >= 0.0819 & shelter_expenses_by_hh_size >= 880 & unc_rawben_rel_max < 1.02 & utilities < 75","1",TRUE
"New Hampshire",42,"rawben_rel_max > 0.316 & unc_rawben_rel_max > 0.974 & unearned_by_hh_size > 301 & utilities <= 360","1",TRUE
"New Hampshire",44,"earned_by_hh_size < 412 & gross_by_hh_size >= 805 & rawben_rel_max >= 0.676 & utilities < 1020","2-3",TRUE
"New Hampshire",49,"married >= 1 & shelter_expenses_by_hh_size > 968 & unc_rawben_rel_max <= 1 & utilities <= 922","2-3",TRUE
"New Hampshire",68,"earned_by_hh_size < 462 & gross_by_hh_size >= 229 & total_deductions_by_hh_size >= 495 & utilities < 431","2-3",TRUE
"New Hampshire",69,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 175 & utilities < 827","1",TRUE
"New Jersey",2,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE
"New Jersey",4,"medical_deductions > 138 & shelter_expenses_by_hh_size > 904 & utilities <= 786","2-3",TRUE
"New Jersey",7,"medical_deductions <= 122 & rawben_rel_max > 0.997 & unearned_by_hh_size > 401 & utilities <= 14","1",FALSE
"New Jersey",10,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE
"New Jersey",13,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE
"New Jersey",15,"elderly_disabled_i >= 1 & medical_deductions > 134 & shelter_expenses_by_hh_size > 855 & utilities <= 724","2-3",TRUE
"New Jersey",17,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE
"New Jersey",20,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE
"New Jersey",30,"percent_abawd < 0.273 & total_deductions_by_hh_size >= 456 & unearned_by_hh_size < 147 & utilities >= 435","4+",TRUE
"New Jersey",31,"months_since_cert_n > 12.5 & total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.761 & utilities <= 8","1",FALSE
"New Jersey",38,"count_divisible_by_100 > 1.5 & months_since_cert_n > 5.5 & rawben_rel_max <= 0.975 & utilities > 17","4+",FALSE
"New Jersey",40,"elderly_disabled_i >= 1 & total_deductions_by_hh_size > 504 & unc_rawben_rel_max <= 1.09 & utilities <= 29.5","1",FALSE
"New Jersey",41,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.993 & unc_rawben_rel_max < 1.01 & utilities < 757","1",TRUE
"New Jersey",44,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE
"New Jersey",45,"gross_by_hh_size >= 298 & rawben_rel_max >= 0.481 & utilities >= 353 & utilities < 361","2-3",TRUE
"New Jersey",48,"months_since_cert_n > 10.5 & shelter_expenses_by_hh_size > 906 & utilities <= 5","1",FALSE
"New Jersey",49,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE
