hh,rule,era,basis,n_cases_flagged,n_error_cases,n_variances,mode_element,mode_element_share,mode_nature,mode_nature_share,agency_agency,agency_client,agency_third_party,agency_other,agency_UNDOCUMENTED,agency_unknown,timeper_before_action,timeper_at_action,timeper_after_action,timeper_undetermined,findg_overissuance,findg_underissuance,findg_ineligible,n_desk_closable,n_catchable_at_action,share_agency,share_desk_closable,share_catchable_at_action,amterr_total,amount_total,n_pre_auth,share_pre_auth,review_mode
4+,HH_size_n >=   5 & married <   1 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212,train_2022_23,national,68,32,54,323.0,0.25925925925925924,52.0,0.25925925925925924,29,23,1,1,0,0,1,42,11,0,26,11,0,13,43,0.5370370370370371,0.24074074074074073,0.7962962962962963,12964.0,10600.0,10,0.18518518518518517,post_authorization
4+,HH_size_n >=   5 & married <   1 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212,test_2024,national,44,16,24,311.0,0.375,56.0,0.2916666666666667,11,12,0,0,1,0,1,19,4,0,11,1,0,5,20,0.4583333333333333,0.20833333333333334,0.8333333333333334,6578.0,2405.0,3,0.125,post_authorization
4+,HH_size_n >=   5 & married <   1 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212,test_2024,deployed,14,5,7,323.0,0.14285714285714285,53.0,0.2857142857142857,5,1,0,0,1,0,0,5,2,0,2,0,0,4,5,0.7142857142857143,0.5714285714285714,0.7142857142857143,1004.0,386.0,2,0.2857142857142857,mixed
4+,shelter_expenses_by_hh_size > 484 & total_deductions_by_hh_size > 234 & total_deductions_by_hh_size <= 259,train_2022_23,national,39,20,38,311.0,0.34210526315789475,38.0,0.15789473684210525,17,20,0,1,0,0,7,18,13,0,19,10,2,5,25,0.4473684210526316,0.13157894736842105,0.6578947368421053,8651.0,8184.0,4,0.10526315789473684,post_authorization
4+,shelter_expenses_by_hh_size > 484 & total_deductions_by_hh_size > 234 & total_deductions_by_hh_size <= 259,test_2024,national,36,16,26,311.0,0.3076923076923077,38.0,0.23076923076923078,16,7,0,0,3,0,1,18,7,0,13,5,0,5,19,0.6153846153846154,0.19230769230769232,0.7307692307692307,5668.0,2785.0,4,0.15384615384615385,post_authorization
4+,shelter_expenses_by_hh_size > 484 & total_deductions_by_hh_size > 234 & total_deductions_by_hh_size <= 259,test_2024,deployed,2,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
1,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 860.00 & unc_rawben_rel_max >=   1.45 & utilities < 462.00,train_2022_23,national,293,117,167,331.0,0.5209580838323353,37.0,0.2934131736526946,109,49,4,5,0,0,17,60,90,0,131,1,0,47,77,0.6526946107784432,0.281437125748503,0.46107784431137727,27739.0,18744.0,15,0.08982035928143713,post_authorization
1,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 860.00 & unc_rawben_rel_max >=   1.45 & utilities < 462.00,test_2024,national,111,49,64,331.0,0.46875,37.0,0.296875,40,20,1,2,1,0,8,27,28,0,45,0,0,20,35,0.625,0.3125,0.546875,12011.0,7906.0,10,0.15625,post_authorization
1,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 860.00 & unc_rawben_rel_max >=   1.45 & utilities < 462.00,test_2024,deployed,24,9,12,331.0,0.5833333333333334,35.0,0.3333333333333333,5,6,0,0,1,0,1,4,6,0,9,0,0,3,5,0.4166666666666667,0.25,0.4166666666666667,1971.0,1153.0,1,0.08333333333333333,post_authorization
1,count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998,train_2022_23,national,89,39,57,363.0,0.3333333333333333,53.0,0.45614035087719296,35,21,0,1,0,0,8,35,14,0,37,6,0,18,43,0.6140350877192983,0.3157894736842105,0.7543859649122807,9088.0,5621.0,10,0.17543859649122806,post_authorization
1,count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998,test_2024,national,87,31,49,363.0,0.32653061224489793,56.0,0.22448979591836735,25,20,0,0,4,0,3,31,15,0,39,7,0,15,34,0.5102040816326531,0.30612244897959184,0.6938775510204082,7400.0,5370.0,7,0.14285714285714285,post_authorization
1,count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998,test_2024,deployed,45,16,23,363.0,0.34782608695652173,56.0,0.2608695652173913,11,9,0,0,3,0,2,17,4,0,17,4,0,4,19,0.4782608695652174,0.17391304347826086,0.8260869565217391,3588.0,1751.0,2,0.08695652173913043,post_authorization
1,elderly_disabled_i >  0.50 & months_since_cert_n <= 17.50 & unc_rawben_rel_max >  1.25 & utilities <= 14.50,train_2022_23,national,103,44,58,331.0,0.4482758620689655,37.0,0.3620689655172414,39,16,1,2,0,0,5,27,26,0,39,0,0,14,32,0.6724137931034483,0.2413793103448276,0.5517241379310345,10158.0,6696.0,5,0.08620689655172414,post_authorization
1,elderly_disabled_i >  0.50 & months_since_cert_n <= 17.50 & unc_rawben_rel_max >  1.25 & utilities <= 14.50,test_2024,national,47,20,24,331.0,0.5,37.0,0.375,17,6,0,1,0,0,4,14,6,0,23,0,0,9,18,0.7083333333333334,0.375,0.75,4569.0,3959.0,7,0.2916666666666667,mixed
1,elderly_disabled_i >  0.50 & months_since_cert_n <= 17.50 & unc_rawben_rel_max >  1.25 & utilities <= 14.50,test_2024,deployed,7,2,4,331.0,0.5,33.0,0.25,4,0,0,0,0,0,0,4,0,0,4,0,0,3,4,1.0,0.75,1.0,708.0,478.0,3,0.75,insufficient
2-3,elderly_disabled_i >   0.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 955.000 & utilities <= 584.000,train_2022_23,national,36,18,40,363.0,0.375,53.0,0.25,15,25,0,0,0,0,8,21,11,0,25,3,0,5,29,0.375,0.125,0.725,7439.0,4191.0,3,0.075,post_authorization
2-3,elderly_disabled_i >   0.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 955.000 & utilities <= 584.000,test_2024,national,31,19,27,363.0,0.48148148148148145,56.0,0.37037037037037035,11,13,0,0,3,0,0,21,6,0,18,0,0,6,21,0.4074074074074074,0.2222222222222222,0.7777777777777778,4592.0,3564.0,3,0.1111111111111111,post_authorization
2-3,elderly_disabled_i >   0.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 955.000 & utilities <= 584.000,test_2024,deployed,7,3,4,363.0,0.5,53.0,0.25,2,1,0,0,1,0,0,4,0,0,1,0,0,1,4,0.5,0.25,1.0,371.0,70.0,0,0.0,insufficient
1,rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 2260.000,train_2022_23,national,51,24,31,363.0,0.2903225806451613,53.0,0.2903225806451613,22,8,0,1,0,0,6,16,9,0,18,7,0,8,22,0.7096774193548387,0.25806451612903225,0.7096774193548387,5795.0,4117.0,4,0.12903225806451613,post_authorization
1,rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 2260.000,test_2024,national,48,18,33,311.0,0.30303030303030304,35.0,0.21212121212121213,12,21,0,0,0,0,2,16,15,0,26,4,0,7,18,0.36363636363636365,0.21212121212121213,0.5454545454545454,5863.0,3995.0,2,0.06060606060606061,post_authorization
1,rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 2260.000,test_2024,deployed,10,7,12,363.0,0.3333333333333333,35.0,0.4166666666666667,5,7,0,0,0,0,1,8,3,0,7,2,0,1,9,0.4166666666666667,0.08333333333333333,0.75,2370.0,797.0,1,0.08333333333333333,post_authorization
4+,HH_size_n >   4.500 & rawben_rel_max >   0.478 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.997,train_2022_23,national,156,63,110,311.0,0.23636363636363636,38.0,0.2,67,40,0,3,0,0,7,79,24,0,55,21,0,32,86,0.6090909090909091,0.2909090909090909,0.7818181818181819,25457.0,14805.0,22,0.2,post_authorization
4+,HH_size_n >   4.500 & rawben_rel_max >   0.478 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.997,test_2024,national,165,47,78,311.0,0.34615384615384615,56.0,0.19230769230769232,42,31,0,0,5,0,3,55,19,0,41,4,0,18,58,0.5384615384615384,0.23076923076923078,0.7435897435897436,17931.0,9462.0,14,0.1794871794871795,post_authorization
4+,HH_size_n >   4.500 & rawben_rel_max >   0.478 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.997,test_2024,deployed,55,15,23,323.0,0.34782608695652173,53.0,0.21739130434782608,12,9,0,0,2,0,1,17,4,0,11,3,0,5,18,0.5217391304347826,0.21739130434782608,0.782608695652174,4248.0,1695.0,4,0.17391304347826086,post_authorization
2-3,HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & utilities <= 722.0,train_2022_23,national,173,69,111,311.0,0.27927927927927926,53.0,0.23423423423423423,56,53,0,2,0,0,9,69,33,0,59,13,0,22,78,0.5045045045045045,0.1981981981981982,0.7027027027027027,22556.0,13109.0,17,0.15315315315315314,post_authorization
2-3,HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & utilities <= 722.0,test_2024,national,106,25,44,311.0,0.29545454545454547,52.0,0.1590909090909091,28,14,0,1,1,0,5,33,6,0,16,15,0,9,38,0.6363636363636364,0.20454545454545456,0.8636363636363636,10830.0,4944.0,9,0.20454545454545456,post_authorization
2-3,HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & utilities <= 722.0,test_2024,deployed,27,3,5,311.0,0.4,41.0,0.2,4,1,0,0,0,0,0,5,0,0,0,2,0,3,5,0.8,0.6,1.0,1370.0,281.0,3,0.6,pre_authorization
4+,HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000,train_2022_23,national,196,77,134,311.0,0.2537313432835821,38.0,0.19402985074626866,79,53,0,2,0,0,11,76,47,0,69,27,0,38,87,0.5895522388059702,0.2835820895522388,0.6492537313432836,29329.0,16285.0,26,0.19402985074626866,post_authorization
4+,HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000,test_2024,national,165,52,71,311.0,0.49295774647887325,38.0,0.2535211267605634,35,33,0,0,3,0,2,32,35,1,41,11,0,15,34,0.49295774647887325,0.2112676056338028,0.4788732394366197,23051.0,14115.0,10,0.14084507042253522,post_authorization
4+,HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000,test_2024,deployed,57,15,22,311.0,0.2727272727272727,38.0,0.22727272727272727,14,7,0,0,1,0,0,12,8,1,6,5,0,5,12,0.6363636363636364,0.22727272727272727,0.5454545454545454,6363.0,2843.0,3,0.13636363636363635,post_authorization
4+,married >=   1 & shelter_expenses_by_hh_size < 454 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 247,train_2022_23,national,86,37,56,311.0,0.4107142857142857,38.0,0.19642857142857142,31,19,0,6,0,0,6,37,13,0,29,16,0,13,43,0.5535714285714286,0.23214285714285715,0.7678571428571429,12966.0,14191.0,9,0.16071428571428573,post_authorization
4+,married >=   1 & shelter_expenses_by_hh_size < 454 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 247,test_2024,national,48,11,17,311.0,0.23529411764705882,35.0,0.17647058823529413,8,4,0,0,5,0,1,13,3,0,7,2,0,8,14,0.47058823529411764,0.47058823529411764,0.8235294117647058,3131.0,1505.0,4,0.23529411764705882,post_authorization
4+,married >=   1 & shelter_expenses_by_hh_size < 454 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 247,test_2024,deployed,17,6,7,312.0,0.2857142857142857,38.0,0.2857142857142857,4,2,0,0,1,0,1,6,0,0,3,1,0,1,7,0.5714285714285714,0.14285714285714285,1.0,1322.0,444.0,1,0.14285714285714285,post_authorization
2-3,rawben_rel_max <=   0.93 & total_deductions_by_hh_size > 519.00 & utilities <= 560.00,train_2022_23,national,237,90,178,311.0,0.25280898876404495,53.0,0.21348314606741572,88,84,0,6,0,0,19,97,62,0,96,17,1,37,116,0.4943820224719101,0.20786516853932585,0.651685393258427,33932.0,13406.0,24,0.1348314606741573,post_authorization
2-3,rawben_rel_max <=   0.93 & total_deductions_by_hh_size > 519.00 & utilities <= 560.00,test_2024,national,187,71,113,311.0,0.336283185840708,56.0,0.13274336283185842,55,50,0,2,6,0,10,76,26,1,71,12,0,32,86,0.48672566371681414,0.2831858407079646,0.7610619469026548,20581.0,11306.0,20,0.17699115044247787,post_authorization
2-3,rawben_rel_max <=   0.93 & total_deductions_by_hh_size > 519.00 & utilities <= 560.00,test_2024,deployed,71,23,34,311.0,0.4117647058823529,56.0,0.20588235294117646,16,14,0,1,3,0,3,24,6,1,18,4,0,10,27,0.47058823529411764,0.29411764705882354,0.7941176470588235,5696.0,2665.0,9,0.2647058823529412,mixed
1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,train_2022_23,national,37,18,19,365.0,0.9473684210526315,52.0,0.9473684210526315,16,1,1,1,0,0,2,12,5,0,0,15,0,9,14,0.8421052631578947,0.47368421052631576,0.7368421052631579,1349.0,998.0,7,0.3684210526315789,mixed
1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,test_2024,national,24,9,9,365.0,1.0,52.0,1.0,9,0,0,0,0,0,1,8,0,0,0,6,0,5,9,1.0,0.5555555555555556,1.0,618.0,400.0,5,0.5555555555555556,pre_authorization
1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,test_2024,deployed,10,4,4,365.0,1.0,52.0,1.0,4,0,0,0,0,0,1,3,0,0,0,3,0,2,4,1.0,0.5,1.0,291.0,219.0,2,0.5,insufficient
4+,HH_size_n >=   5.00 & months_since_cert_n >=   2.00 & total_deductions_by_hh_size >= 245.00 & unc_rawben_rel_max <   1.01,train_2022_23,national,157,62,107,311.0,0.2616822429906542,52.0,0.22429906542056074,63,40,0,4,0,0,6,79,22,0,47,26,0,34,85,0.5887850467289719,0.3177570093457944,0.794392523364486,20848.0,16006.0,27,0.2523364485981308,mixed
4+,HH_size_n >=   5.00 & months_since_cert_n >=   2.00 & total_deductions_by_hh_size >= 245.00 & unc_rawben_rel_max <   1.01,test_2024,national,156,56,84,311.0,0.4166666666666667,38.0,0.21428571428571427,42,36,0,0,6,0,4,48,31,0,49,12,0,25,52,0.5,0.2976190476190476,0.6190476190476191,19684.0,11364.0,17,0.20238095238095238,post_authorization
4+,HH_size_n >=   5.00 & months_since_cert_n >=   2.00 & total_deductions_by_hh_size >= 245.00 & unc_rawben_rel_max <   1.01,test_2024,deployed,30,8,15,311.0,0.26666666666666666,53.0,0.2,7,6,0,0,2,0,2,8,4,0,5,4,0,3,10,0.4666666666666667,0.2,0.6666666666666666,2532.0,902.0,2,0.13333333333333333,post_authorization
1,cat_elig >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.986 & utilities < 626.000,train_2022_23,national,321,118,156,363.0,0.7307692307692307,53.0,0.6602564102564102,71,84,1,0,0,0,23,104,29,0,112,2,0,18,127,0.4551282051282051,0.11538461538461539,0.8141025641025641,22311.0,12314.0,12,0.07692307692307693,post_authorization
1,cat_elig >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.986 & utilities < 626.000,test_2024,national,169,69,98,363.0,0.6938775510204082,56.0,0.40816326530612246,48,48,0,2,0,0,7,64,27,0,75,1,0,13,71,0.4897959183673469,0.1326530612244898,0.7244897959183674,15518.0,11431.0,7,0.07142857142857142,post_authorization
1,cat_elig >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.986 & utilities < 626.000,test_2024,deployed,25,8,12,363.0,0.6666666666666666,56.0,0.4166666666666667,8,4,0,0,0,0,0,11,1,0,7,0,0,0,11,0.6666666666666666,0.0,0.9166666666666666,1922.0,899.0,0,0.0,post_authorization
4+,HH_size_n >   5.5 & months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 347.0 & utilities > 390.0,train_2022_23,national,53,24,31,311.0,0.41935483870967744,38.0,0.12903225806451613,16,13,0,2,0,0,1,19,11,0,17,7,0,9,20,0.5161290322580645,0.2903225806451613,0.6451612903225806,8405.0,6186.0,5,0.16129032258064516,post_authorization
4+,HH_size_n >   5.5 & months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 347.0 & utilities > 390.0,test_2024,national,33,9,15,311.0,0.4666666666666667,38.0,0.2,8,7,0,0,0,0,0,6,9,0,10,4,0,2,6,0.5333333333333333,0.13333333333333333,0.4,5762.0,3225.0,1,0.06666666666666667,post_authorization
4+,HH_size_n >   5.5 & months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 347.0 & utilities > 390.0,test_2024,deployed,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,train_2022_23,national,165,64,113,363.0,0.30973451327433627,53.0,0.504424778761062,60,44,5,4,0,0,11,64,38,0,83,1,0,18,75,0.5309734513274337,0.1592920353982301,0.6637168141592921,18406.0,11440.0,6,0.05309734513274336,post_authorization
1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,test_2024,national,188,58,99,363.0,0.36363636363636365,53.0,0.32323232323232326,44,52,0,2,1,0,6,55,38,0,84,2,0,19,61,0.4444444444444444,0.1919191919191919,0.6161616161616161,20043.0,13979.0,6,0.06060606060606061,post_authorization
1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,test_2024,deployed,41,8,9,363.0,0.4444444444444444,37.0,0.2222222222222222,4,5,0,0,0,0,0,4,5,0,9,0,0,1,4,0.4444444444444444,0.1111111111111111,0.4444444444444444,1833.0,1725.0,1,0.1111111111111111,post_authorization
1,months_since_cert_n >=   5.00 & unc_rawben_rel_max >=   1.82 & utilities < 366.00,train_2022_23,national,161,62,99,311.0,0.30303030303030304,35.0,0.18181818181818182,46,46,1,6,0,0,5,25,69,0,81,0,0,13,30,0.46464646464646464,0.13131313131313133,0.30303030303030304,19195.0,14760.0,7,0.0707070707070707,post_authorization
1,months_since_cert_n >=   5.00 & unc_rawben_rel_max >=   1.82 & utilities < 366.00,test_2024,national,68,29,38,311.0,0.3157894736842105,35.0,0.4473684210526316,16,22,0,0,0,0,3,14,21,0,35,0,0,7,17,0.42105263157894735,0.18421052631578946,0.4473684210526316,8849.0,6950.0,3,0.07894736842105263,post_authorization
1,months_since_cert_n >=   5.00 & unc_rawben_rel_max >=   1.82 & utilities < 366.00,test_2024,deployed,7,1,1,334.0,1.0,38.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,268.0,0.0,0,0.0,insufficient
1,months_since_cert_n >=   6 & total_deductions_by_hh_size >= 501 & utilities < 249,train_2022_23,national,319,115,190,363.0,0.3105263157894737,53.0,0.4473684210526316,92,88,2,8,0,0,25,92,73,0,145,12,0,30,117,0.4842105263157895,0.15789473684210525,0.6157894736842106,30925.0,20277.0,16,0.08421052631578947,post_authorization
1,months_since_cert_n >=   6 & total_deductions_by_hh_size >= 501 & utilities < 249,test_2024,national,218,77,122,363.0,0.3770491803278688,53.0,0.3524590163934426,49,69,0,2,2,0,14,62,46,0,111,5,0,18,76,0.4016393442622951,0.14754098360655737,0.6229508196721312,22624.0,18454.0,10,0.08196721311475409,post_authorization
1,months_since_cert_n >=   6 & total_deductions_by_hh_size >= 501 & utilities < 249,test_2024,deployed,14,4,4,364.0,0.5,54.0,0.25,4,0,0,0,0,0,0,3,1,0,2,1,0,1,3,1.0,0.25,0.75,309.0,63.0,1,0.25,insufficient
1,elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size <= 850.0 & unc_rawben_rel_max >   1.7,train_2022_23,national,292,105,151,331.0,0.5099337748344371,37.0,0.304635761589404,104,39,4,4,0,0,19,47,85,0,118,2,0,48,66,0.6887417218543046,0.31788079470198677,0.4370860927152318,22478.0,15106.0,19,0.12582781456953643,post_authorization
1,elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size <= 850.0 & unc_rawben_rel_max >   1.7,test_2024,national,137,46,76,331.0,0.3684210526315789,35.0,0.21052631578947367,43,26,1,0,6,0,8,30,37,0,55,0,0,21,38,0.5657894736842105,0.27631578947368424,0.5,13774.0,8157.0,10,0.13157894736842105,post_authorization
1,elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size <= 850.0 & unc_rawben_rel_max >   1.7,test_2024,deployed,14,2,4,333.0,0.5,37.0,0.5,4,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1.0,0.25,0.5,306.0,0.0,0,0.0,insufficient
4+,HH_size_n >=   5.000 & rawben_rel_max >=   0.302 & rawben_rel_max <   0.942 & total_deductions_by_hh_size >= 236.000,train_2022_23,national,199,74,130,311.0,0.23846153846153847,52.0,0.2076923076923077,77,49,0,4,0,0,7,89,34,0,64,25,0,42,96,0.5923076923076923,0.3230769230769231,0.7384615384615385,27066.0,19495.0,32,0.24615384615384617,post_authorization
4+,HH_size_n >=   5.000 & rawben_rel_max >=   0.302 & rawben_rel_max <   0.942 & total_deductions_by_hh_size >= 236.000,test_2024,national,217,69,111,311.0,0.35135135135135137,56.0,0.1891891891891892,60,43,0,0,8,0,3,75,32,0,57,10,0,25,78,0.5405405405405406,0.22522522522522523,0.7027027027027027,23500.0,12302.0,18,0.16216216216216217,post_authorization
4+,HH_size_n >=   5.000 & rawben_rel_max >=   0.302 & rawben_rel_max <   0.942 & total_deductions_by_hh_size >= 236.000,test_2024,deployed,28,9,14,323.0,0.21428571428571427,53.0,0.21428571428571427,6,6,0,0,2,0,0,11,2,0,7,3,0,1,11,0.42857142857142855,0.07142857142857142,0.7857142857142857,2667.0,1063.0,0,0.0,post_authorization
4+,shelter_expenses_by_hh_size <= 341.000 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.976,train_2022_23,national,286,102,166,311.0,0.28313253012048195,53.0,0.23493975903614459,96,62,0,8,0,0,11,120,35,0,80,31,0,49,131,0.5783132530120482,0.29518072289156627,0.7891566265060241,35940.0,20591.0,39,0.23493975903614459,post_authorization
4+,shelter_expenses_by_hh_size <= 341.000 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.976,test_2024,national,152,41,57,311.0,0.3508771929824561,56.0,0.17543859649122806,33,17,0,1,6,0,4,37,15,0,31,8,0,18,41,0.5789473684210527,0.3157894736842105,0.7192982456140351,13812.0,8645.0,11,0.19298245614035087,post_authorization
4+,shelter_expenses_by_hh_size <= 341.000 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.976,test_2024,deployed,48,11,17,311.0,0.29411764705882354,56.0,0.23529411764705882,10,5,0,0,2,0,1,13,2,0,8,3,0,6,14,0.5882352941176471,0.35294117647058826,0.8235294117647058,3349.0,1315.0,4,0.23529411764705882,post_authorization
4+,HH_size_n >=   5 & shelter_expenses_by_hh_size >= 401 & shelter_expenses_by_hh_size < 424 & utilities < 646,train_2022_23,national,39,18,29,311.0,0.3448275862068966,44.0,0.1724137931034483,17,12,0,0,0,0,1,22,6,0,11,6,0,9,23,0.5862068965517241,0.3103448275862069,0.7931034482758621,4793.0,2650.0,7,0.2413793103448276,post_authorization
