"hh","rule","n_flagged_train","precision_train","precision_train_lcb"
"4+","count_divisible_by_100 <=   0.5 & HH_size_n >  10.5 & medical_deductions <= 744.0 & shelter_expenses_by_hh_size <= 215.0",22,0.0909,0.0206
"4+","count_divisible_by_100 <=   0.5 & elderly_disabled_i >   0.5 & medical_deductions <= 744.0 & shelter_expenses_by_hh_size > 215.0",650,0.0585,0.0405
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & medical_deductions <= 744.0 & utilities <= 279.0",183,0.082,0.046
"4+","count_divisible_by_100 >   0.5 & medical_deductions <= 744.0 & months_since_cert_n >   1.5 & utilities > 279.0",495,0.0606,0.0401
"4+","medical_deductions <= 138.0 & months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 364.0",73,0.0959,0.0416
"4+","medical_deductions <= 138.0 & months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 364.0 & utilities <= 672.0",40,0.125,0.0471
"4+","medical_deductions <= 138.0 & months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 364.0 & utilities > 672.0",33,0.0606,0.0136
"4+","cat_elig <= 0.500 & rawben_rel_max > 0.739 & unc_rawben_rel_max <= 0.766",46,0.1087,0.0408
"4+","cat_elig <= 0.500 & elderly_disabled_i <= 0.500 & rawben_rel_max > 0.739 & unc_rawben_rel_max <= 0.766",35,0.0857,0.0247
"4+","cat_elig <= 0.500 & elderly_disabled_i > 0.500 & rawben_rel_max > 0.739 & unc_rawben_rel_max <= 0.766",11,0.1818,0.0417
"4+","cat_elig <=   0.500 & rawben_rel_max >   0.739 & total_deductions_by_hh_size > 256.000 & unc_rawben_rel_max >   0.766",29,0.069,0.0155
"4+","cat_elig <=   0.5 & medical_deductions > 130.0",13,0.0769,0.0107
"4+","cat_elig >   0.5 & medical_deductions > 130.0",54,0.0556,0.0159
"4+","count_divisible_by_100 >   0.5 & medical_deductions <= 130.0 & months_since_cert_n >   3.5",423,0.0544,0.0339
"4+","count_divisible_by_100 <=   0.5000 & medical_deductions <= 130.0000 & months_since_cert_n >  11.5000 & percent_abawd >   0.0385",17,0.1176,0.0267
"4+","count_divisible_by_100 >   0.50 & medical_deductions <= 130.00 & months_since_cert_n <=   3.50 & unc_rawben_rel_max >   0.76",222,0.0811,0.0478
"4+","count_divisible_by_100 >   0.5 & medical_deductions <= 130.0 & months_since_cert_n >   3.5 & shelter_expenses_by_hh_size > 297.0",106,0.1132,0.0597
"4+","elderly_disabled_i >  0.500 & HH_size_n <= 10.000 & rawben_rel_max >  0.707",796,0.0616,0.0445
"4+","cat_elig >   1.5 & elderly_disabled_i <=   0.5 & homeless <=   0.5 & utilities > 380.0",152,0.0526,0.0238
"4+","elderly_disabled_i >  0.500 & expedited_i <=  0.500 & rawben_rel_max <=  0.707 & shelter_expenses_by_hh_size <= 70.500",66,0.1061,0.0461
"4+","elderly_disabled_i >  0.500 & HH_size_n <= 10.000 & months_since_cert_n <= 31.000 & rawben_rel_max >  0.707",794,0.0617,0.0447
"4+","elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 151.0 & utilities <= 851.0",335,0.0657,0.0406
"4+","elderly_disabled_i >   0.5 & HH_size_n >   7.5 & total_deductions_by_hh_size <= 151.0 & utilities <= 851.0",67,0.0746,0.0279
"4+","elderly_disabled_i >   0.500 & rawben_rel_max <=   0.819 & total_deductions_by_hh_size > 151.000 & utilities <= 851.000",140,0.1,0.0551
"4+","unc_rawben_rel_max >   1.39 & utilities <= 520.00",14,0.3571,0.1409
"4+","children_i <= 0.500 & percent_abawd > 0.464 & rawben_rel_max > 0.880 & unc_rawben_rel_max <= 1.390",10,0.1,0.0139
"4+","rawben_rel_max <=  0.499 & shelter_expenses_by_hh_size <= 68.300 & total_deductions_by_hh_size <= 32.400",21,0.1429,0.0416
"4+","months_since_cert_n <=   5.500 & rawben_rel_max <=   0.499 & total_deductions_by_hh_size >  32.400 & utilities > 904.000",68,0.0882,0.0358
"4+","count_divisible_by_100 >  0.500 & months_since_cert_n >  5.500 & rawben_rel_max <=  0.499 & total_deductions_by_hh_size > 32.400",42,0.0714,0.0205
"4+","homeless <=   0.500 & rawben_rel_max >   0.499 & rawben_rel_max <=   0.501 & total_deductions_by_hh_size > 152.000",13,0.0769,0.0107
"4+","months_since_cert_n >  22.5 & total_deductions_by_hh_size <= 346.0",51,0.0588,0.0169
"4+","elderly_disabled_i >   0.5 & months_since_cert_n >  22.5 & total_deductions_by_hh_size <= 346.0",23,0.1304,0.0379
"4+","count_divisible_by_100 >  0.500 & months_since_cert_n <= 34.000 & percent_abawd <=  0.174 & unc_rawben_rel_max <=  1.560",773,0.0608,0.0437
"4+","cat_elig >   0.50 & count_divisible_by_100 <=   0.50 & total_deductions_by_hh_size > 255.00 & unc_rawben_rel_max >   1.46",11,0.3636,0.1287
"4+","count_divisible_by_100 >   0.500 & count_divisible_by_100 <=   1.500 & rawben_rel_max >   0.404 & total_deductions_by_hh_size > 255.000",56,0.1071,0.0436
"4+","count_divisible_by_100 >   0.500 & shelter_expenses_by_hh_size > 286.000 & unc_rawben_rel_max >   0.761",118,0.1102,0.0595
"4+","count_divisible_by_100 <=   0.500 & elderly_disabled_i >   0.500 & rawben_rel_max <=   0.971 & shelter_expenses_by_hh_size > 375.000",114,0.1053,0.0554
"4+","children_i > 0.500 & count_divisible_by_100 <= 0.500 & rawben_rel_max > 0.971 & unc_rawben_rel_max > 1.300",33,0.1818,0.0751
"4+","count_divisible_by_100 >   0.5 & expedited_i <=   0.5 & shelter_expenses_by_hh_size <= 286.0 & utilities <= 444.0",381,0.0577,0.0356
"4+","count_divisible_by_100 >   0.5 & expedited_i >   0.5 & shelter_expenses_by_hh_size <= 286.0 & utilities <= 444.0",31,0.0645,0.0145
"4+","count_divisible_by_100 >   0.500 & shelter_expenses_by_hh_size > 286.000 & total_deductions_by_hh_size > 107.000 & unc_rawben_rel_max <=   0.761",123,0.065,0.0295
"4+","count_divisible_by_100 >   0.500 & married <=   0.500 & shelter_expenses_by_hh_size > 286.000 & unc_rawben_rel_max >   0.761",89,0.1011,0.0483
"4+","count_divisible_by_100 >   0.500 & married >   0.500 & shelter_expenses_by_hh_size > 286.000 & unc_rawben_rel_max >   0.761",29,0.1379,0.0467
"4+","expedited_i <=  0.50 & HH_size_n <= 11.50 & months_since_cert_n >  0.50 & unc_rawben_rel_max >  1.39",15,0.2,0.0588
"4+","count_divisible_by_100 > 0.500 & expedited_i > 0.500 & unc_rawben_rel_max > 0.988",40,0.075,0.0216
"4+","elderly_disabled_i > 0.500 & expedited_i > 0.500 & rawben_rel_max <= 0.984 & unc_rawben_rel_max <= 0.988",44,0.1136,0.0427
"4+","count_divisible_by_100 > 0.500 & expedited_i <= 0.500 & married > 0.500 & unc_rawben_rel_max > 0.988",30,0.1333,0.0452
"4+","count_divisible_by_100 > 0.500 & expedited_i > 0.500 & months_since_cert_n <= 2.500 & unc_rawben_rel_max > 0.988",15,0.0667,0.0092
"4+","count_divisible_by_100 > 0.500 & expedited_i > 0.500 & months_since_cert_n > 2.500 & unc_rawben_rel_max > 0.988",25,0.08,0.0181
"4+","HH_size_n >  7.500 & total_deductions_by_hh_size <= 18.600 & unc_rawben_rel_max <=  0.918",29,0.1379,0.0467
"4+","count_divisible_by_100 <= 0.50 & unc_rawben_rel_max > 1.29 & unc_rawben_rel_max <= 1.46",26,0.1154,0.0334
"4+","count_divisible_by_100 >  0.5 & months_since_cert_n <= 21.5 & total_deductions_by_hh_size > 11.2",711,0.0549,0.0381
"4+","count_divisible_by_100 >  0.5 & months_since_cert_n > 21.5 & total_deductions_by_hh_size > 11.2",10,0.1,0.0139
"4+","count_divisible_by_100 <= 0.50 & elderly_disabled_i > 0.50 & unc_rawben_rel_max > 1.29 & unc_rawben_rel_max <= 1.46",18,0.1667,0.0487
"4+","count_divisible_by_100 >  0.50 & months_since_cert_n <= 21.50 & percent_abawd <=  0.45 & total_deductions_by_hh_size > 11.20",700,0.0543,0.0376
"4+","count_divisible_by_100 >  0.50 & months_since_cert_n <= 21.50 & percent_abawd >  0.45 & total_deductions_by_hh_size > 11.20",11,0.0909,0.0126
"4+","count_divisible_by_100 >   0.5 & utilities <= 984.0",814,0.0614,0.0446
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & utilities <= 984.0",808,0.0606,0.0439
"4+","medical_deductions <=   67.5 & utilities >  984.0 & utilities <= 1020.0",27,0.0741,0.0167
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & months_since_cert_n <=   3.5 & utilities <= 984.0",390,0.0641,0.0408
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & months_since_cert_n >   3.5 & utilities <= 984.0",418,0.0574,0.0362
"4+","homeless >   0.5 & months_since_cert_n <=  33.5 & total_deductions_by_hh_size >  93.3 & total_deductions_by_hh_size <= 255.0",16,0.125,0.0284
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & total_deductions_by_hh_size <= 242.0",724,0.0552,0.0386
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & total_deductions_by_hh_size > 242.0",93,0.0968,0.0462
"4+","count_divisible_by_100 <= 0.50 & months_since_cert_n <= 2.50 & unc_rawben_rel_max > 1.29",12,0.3333,0.1173
"4+","count_divisible_by_100 <=  0.50 & months_since_cert_n >  2.50 & months_since_cert_n <= 33.00 & unc_rawben_rel_max >  1.29",27,0.1111,0.0321
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & elderly_disabled_i >   0.5 & total_deductions_by_hh_size <= 242.0",117,0.0684,0.0311
"4+","children_i >   0.500 & count_divisible_by_100 >   0.500 & total_deductions_by_hh_size > 242.000 & unc_rawben_rel_max >   0.404",74,0.1216,0.0583
"4+","count_divisible_by_100 <=   0.5 & married <=   0.5 & medical_deductions > 130.0",33,0.0606,0.0136
"4+","count_divisible_by_100 > 0.500 & percent_abawd <= 0.417 & rawben_rel_max > 0.499",653,0.0689,0.0492
"4+","count_divisible_by_100 <=   0.5 & married <=   0.5 & medical_deductions > 130.0 & utilities > 185.0",31,0.0645,0.0145
"4+","children_i >   0.500 & count_divisible_by_100 >   0.500 & rawben_rel_max <=   0.499 & total_deductions_by_hh_size <= 111.000",53,0.0566,0.0162
"4+","count_divisible_by_100 >   0.500 & medical_deductions <= 105.000 & percent_abawd <=   0.417 & rawben_rel_max >   0.499",650,0.0677,0.0482
"4+","count_divisible_by_100 >   0.5 & months_since_cert_n >   6.5 & total_deductions_by_hh_size > 242.0",19,0.2632,0.1018
"4+","count_divisible_by_100 >   0.5 & expedited_i <=   0.5 & months_since_cert_n <=   0.5 & total_deductions_by_hh_size <= 242.0",59,0.0678,0.0227
"4+","count_divisible_by_100 >   0.5 & expedited_i <=   0.5 & months_since_cert_n >   0.5 & total_deductions_by_hh_size <= 242.0",613,0.0555,0.0376
"4+","count_divisible_by_100 >   0.5 & expedited_i >   0.5 & total_deductions_by_hh_size <= 242.0 & utilities <= 396.0",29,0.1034,0.0299
"4+","count_divisible_by_100 >   0.5 & months_since_cert_n <=   6.5 & shelter_expenses_by_hh_size > 417.0 & total_deductions_by_hh_size > 242.0",39,0.1026,0.0345
"4+","cat_elig <=  1.5 & count_divisible_by_100 >  0.5 & utilities <= 30.0",133,0.0977,0.0527
"4+","count_divisible_by_100 >  0.500 & percent_abawd >  0.325 & utilities > 30.000",14,0.1429,0.0325
"4+","count_divisible_by_100 <=   0.5 & total_deductions_by_hh_size <= 104.0 & utilities >  39.0 & utilities <=  50.5",75,0.0533,0.0178
"4+","count_divisible_by_100 <=   0.5 & elderly_disabled_i >   0.5 & months_since_cert_n <=   0.5 & total_deductions_by_hh_size > 104.0",54,0.1111,0.0453
"4+","count_divisible_by_100 <=   0.5 & elderly_disabled_i >   0.5 & months_since_cert_n >   0.5 & total_deductions_by_hh_size > 104.0",529,0.0605,0.0405
"4+","cat_elig <=  1.500 & count_divisible_by_100 >  0.500 & rawben_rel_max <=  0.972 & utilities <= 30.000",59,0.0508,0.0146
"4+","cat_elig <=  1.500 & count_divisible_by_100 >  0.500 & rawben_rel_max >  0.972 & utilities <= 30.000",74,0.1351,0.0674
"4+","count_divisible_by_100 >   0.500 & percent_abawd <=   0.325 & shelter_expenses_by_hh_size > 180.000 & utilities >  30.000",426,0.0704,0.0467
"4+","elderly_disabled_i >  0.50 & HH_size_n >  4.50 & months_since_cert_n <= 14.50 & unc_rawben_rel_max <=  1.56",805,0.0509,0.0357
"4+","medical_deductions > 128.000 & percent_abawd <=   0.118 & utilities <= 396.000",24,0.125,0.0363
"4+","elderly_disabled_i >   0.500 & HH_size_n <=   5.500 & percent_abawd >   0.134 & shelter_expenses_by_hh_size <= 292.000",39,0.0513,0.0115
"4+","cat_elig >    0.5 & count_divisible_by_100 >    0.5 & shelter_expenses_by_hh_size <= 1230.0 & total_deductions_by_hh_size <=    1.4",57,0.0877,0.0328
"4+","cat_elig >    0.5 & count_divisible_by_100 >    0.5 & shelter_expenses_by_hh_size <= 1230.0 & total_deductions_by_hh_size >    1.4",611,0.054,0.0364
"4+","count_divisible_by_100 <= 0.50 & elderly_disabled_i > 0.50 & unc_rawben_rel_max > 1.29",31,0.2258,0.1003
"4+","count_divisible_by_100 > 0.5 & HH_size_n <= 8.5 & married <= 0.5",617,0.0616,0.0427
"4+","count_divisible_by_100 <= 0.500 & elderly_disabled_i > 0.500 & percent_abawd > 0.375 & unc_rawben_rel_max <= 1.290",19,0.1053,0.0238
"4+","children_i > 0.50 & count_divisible_by_100 <= 0.50 & elderly_disabled_i > 0.50 & unc_rawben_rel_max > 1.29",29,0.2069,0.0859
"4+","count_divisible_by_100 > 0.5000 & HH_size_n <= 8.5000 & married <= 0.5000 & percent_abawd <= 0.0625",581,0.0637,0.0439
"4+","count_divisible_by_100 > 0.5 & count_divisible_by_100 <= 1.5 & HH_size_n <= 8.5 & married > 0.5",165,0.0667,0.0339
"4+","children_i <=   0.5 & months_since_cert_n <=   5.5 & shelter_expenses_by_hh_size <= 184.0",18,0.0556,0.0077
"4+","children_i >   0.500 & medical_deductions > 158.000 & rawben_rel_max <=   0.988 & shelter_expenses_by_hh_size <= 372.000",17,0.1176,0.0267
"4+","children_i >   0.5 & count_divisible_by_100 >   0.5 & HH_size_n <=  11.5 & total_deductions_by_hh_size <= 255.0",737,0.0583,0.0413
"4+","months_since_cert_n <=   1.50 & rawben_rel_max <=   0.71 & utilities > 880.00",47,0.0851,0.0286
"4+","months_since_cert_n >   1.50 & rawben_rel_max <=   0.71 & utilities > 880.00",110,0.0636,0.0274
"4+","elderly_disabled_i >   0.500 & rawben_rel_max <=   0.242 & utilities <= 880.000",102,0.0686,0.0296
"4+","months_since_cert_n <=   1.50 & rawben_rel_max <=   0.71 & total_deductions_by_hh_size <= 190.00 & utilities > 880.00",21,0.1429,0.0416
"4+","months_since_cert_n >   1.500 & rawben_rel_max <=   0.710 & unc_rawben_rel_max >   0.181 & utilities > 880.000",98,0.0714,0.0308
"4+","medical_deductions <=  744.00 & months_since_cert_n >   22.50 & rawben_rel_max >    0.71 & shelter_expenses_by_hh_size <= 1180.00",28,0.0714,0.0161
"4+","expedited_i <=   0.5 & months_since_cert_n <=  34.0 & total_deductions_by_hh_size > 239.0 & utilities <=  28.5",15,0.0667,0.0092
"4+","count_divisible_by_100 >  0.5 & months_since_cert_n <= 34.0 & unc_rawben_rel_max <=  1.6 & utilities > 28.5",684,0.057,0.0397
"4+","count_divisible_by_100 >   0.5 & months_since_cert_n >   4.5 & total_deductions_by_hh_size > 178.0",93,0.129,0.0682
"4+","count_divisible_by_100 >   0.500 & months_since_cert_n <=   4.500 & total_deductions_by_hh_size > 178.000 & unc_rawben_rel_max <=   0.617",53,0.0566,0.0162
"4+","count_divisible_by_100 >   0.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.617 & total_deductions_by_hh_size > 178.000",38,0.1053,0.0355
"4+","count_divisible_by_100 >   0.500 & months_since_cert_n >   4.500 & rawben_rel_max >   0.617 & total_deductions_by_hh_size > 178.000",55,0.1455,0.067
"4+","count_divisible_by_100 >   0.50 & medical_deductions <= 105.00 & total_deductions_by_hh_size >   7.72",723,0.0567,0.0398
"4+","count_divisible_by_100 >   0.50 & medical_deductions <= 105.00 & total_deductions_by_hh_size <=   7.72 & utilities <=  14.00",61,0.1311,0.0603
"4+","count_divisible_by_100 >   0.500 & medical_deductions <= 105.000 & total_deductions_by_hh_size >   7.720 & unc_rawben_rel_max <=   0.903",431,0.065,0.0424
"4+","elderly_disabled_i > 0.5 & expedited_i <= 0.5 & HH_size_n > 5.5 & married > 0.5",160,0.0562,0.0266
"4+","elderly_disabled_i >  0.500 & expedited_i >  0.500 & rawben_rel_max >  0.766 & total_deductions_by_hh_size > 71.200",39,0.0769,0.0221
"4+","count_divisible_by_100 <=   0.50 & total_deductions_by_hh_size <= 219.00 & unc_rawben_rel_max >   1.29",11,0.2727,0.0812
"4+","count_divisible_by_100 <=   0.50 & total_deductions_by_hh_size > 219.00 & unc_rawben_rel_max >   1.29",28,0.1429,0.0485
"4+","count_divisible_by_100 >  0.500 & percent_abawd <=  0.367 & total_deductions_by_hh_size > 49.300",631,0.0523,0.0352
"4+","count_divisible_by_100 <=   0.500 & unc_rawben_rel_max <=   0.969 & utilities > 880.000",224,0.0536,0.028
"4+","cat_elig >   0.50 & count_divisible_by_100 <=   0.50 & total_deductions_by_hh_size > 219.00 & unc_rawben_rel_max >   1.29",25,0.16,0.0544
"4+","count_divisible_by_100 >   0.500 & percent_abawd <=   0.367 & shelter_expenses_by_hh_size > 408.000 & total_deductions_by_hh_size >  49.300",91,0.1099,0.0545
"4+","count_divisible_by_100 > 0.500 & percent_abawd <= 0.367 & rawben_rel_max > 0.399",705,0.0667,0.0479
"4+","months_since_cert_n > 0.50 & unc_rawben_rel_max > 1.31",40,0.075,0.0216
"4+","months_since_cert_n >   0.50 & shelter_expenses_by_hh_size <= 343.00 & unc_rawben_rel_max >   1.31",20,0.05,0.0069
"4+","months_since_cert_n >   0.50 & shelter_expenses_by_hh_size > 343.00 & unc_rawben_rel_max >   1.31",20,0.1,0.0226
"4+","count_divisible_by_100 >   0.5 & HH_size_n <=   6.5 & total_deductions_by_hh_size > 158.0 & utilities <= 451.0",124,0.0887,0.0453
"4+","count_divisible_by_100 >   0.5 & count_divisible_by_100 <=   1.5 & months_since_cert_n >   4.5 & utilities > 451.0",99,0.0909,0.0433
"4+","count_divisible_by_100 <=   0.5 & total_deductions_by_hh_size > 239.0 & utilities <= 279.0",30,0.0667,0.015
"4+","count_divisible_by_100 <=   0.5 & homeless >   0.5 & utilities > 279.0",19,0.0526,0.0073
"4+","cat_elig <=  1.5 & count_divisible_by_100 >  0.5 & total_deductions_by_hh_size <= 11.2",92,0.1087,0.0539
"4+","count_divisible_by_100 >  0.500 & rawben_rel_max <=  0.988 & total_deductions_by_hh_size > 11.200",517,0.0696,0.0478
"4+","count_divisible_by_100 >  0.500 & rawben_rel_max <=  0.988 & total_deductions_by_hh_size > 11.200 & utilities <= 29.500",43,0.093,0.0313
"4+","count_divisible_by_100 >  0.500 & rawben_rel_max <=  0.988 & total_deductions_by_hh_size > 11.200 & utilities > 29.500",474,0.0675,0.0453
"4+","count_divisible_by_100 >   0.5 & married <=   0.5 & total_deductions_by_hh_size <= 346.0",603,0.063,0.0437
"4+","elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size <= 380.0 & total_deductions_by_hh_size > 346.0",17,0.2353,0.0812
"4+","count_divisible_by_100 >   0.5 & married <=   0.5 & total_deductions_by_hh_size >  32.5 & total_deductions_by_hh_size <= 346.0",486,0.0576,0.0376
"4+","count_divisible_by_100 >   0.50 & married >   0.50 & percent_abawd <=   0.45 & total_deductions_by_hh_size <= 346.00",191,0.0628,0.0328
"4+","HH_size_n <=  11.5 & months_since_cert_n <=  34.0 & shelter_expenses_by_hh_size <= 366.0 & total_deductions_by_hh_size > 343.0",67,0.0746,0.0279
"4+","count_divisible_by_100 >   0.5 & HH_size_n <=  11.5 & shelter_expenses_by_hh_size > 366.0 & unc_rawben_rel_max <=   1.6",125,0.104,0.0561
"4+","total_deductions_by_hh_size <= 6.620 & unc_rawben_rel_max <= 0.354",77,0.0649,0.0242
"4+","homeless > 0.50 & total_deductions_by_hh_size > 6.62",35,0.0571,0.0129
"4+","total_deductions_by_hh_size <= 1.100 & unc_rawben_rel_max <= 0.354",72,0.0694,0.0259
"4+","homeless >   0.5 & total_deductions_by_hh_size > 153.0",11,0.1818,0.0417
"4+","total_deductions_by_hh_size <=   1.100 & unc_rawben_rel_max <=   0.354 & utilities <= 396.000",35,0.0571,0.0129
"4+","total_deductions_by_hh_size <=   1.100 & unc_rawben_rel_max <=   0.354 & utilities > 396.000",37,0.0811,0.0233
"4+","cat_elig <= 0.500 & rawben_rel_max <= 0.500 & total_deductions_by_hh_size <= 6.620 & unc_rawben_rel_max > 0.354",17,0.0588,0.0081
"4+","children_i <= 0.500 & unc_rawben_rel_max > 0.988",13,0.0769,0.0107
"4+","elderly_disabled_i >   0.500 & unc_rawben_rel_max <=   0.988 & utilities > 312.000",1176,0.0502,0.0373
"4+","children_i >   0.500 & elderly_disabled_i >   0.500 & unc_rawben_rel_max <=   0.988 & utilities > 312.000",1152,0.0512,0.0381
"4+","elderly_disabled_i >   0.50 & percent_abawd <=   0.45 & utilities <= 302.00",316,0.0538,0.0311
"4+","elderly_disabled_i >   0.50 & medical_deductions <= 744.00 & percent_abawd <=   0.45 & utilities <= 302.00",315,0.0508,0.0289
"4+","elderly_disabled_i >   0.50 & percent_abawd <=   0.45 & total_deductions_by_hh_size > 134.00 & utilities > 302.00",438,0.0639,0.0417
"4+","percent_abawd > 0.225 & unc_rawben_rel_max <= 0.164",14,0.0714,0.0099
"4+","count_divisible_by_100 >   0.5 & elderly_disabled_i >   0.5 & HH_size_n <=  10.5 & medical_deductions <= 744.0",134,0.0672,0.0319
"4+","count_divisible_by_100 >   0.500 & rawben_rel_max <=   0.988 & shelter_expenses_by_hh_size <= 242.000",331,0.0514,0.0297
"4+","elderly_disabled_i >   0.5 & HH_size_n <=   4.5 & shelter_expenses_by_hh_size > 242.0",391,0.0614,0.0387
"4+","count_divisible_by_100 <=   0.500 & rawben_rel_max >   0.985 & rawben_rel_max <=   0.988 & shelter_expenses_by_hh_size <= 242.000",16,0.125,0.0284
